,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,27.05.2020,ID1916200100,Gerd,Müller,CDU/CSU,Gerd Müller,herr präsident meine damen und herren die entwicklungspolitik bekommt eine neue bedeutung und rolle deshalb spreche ich heute vom platz des wirtschaftsministers aus herzlichen dank meine damen und herren ich bin dankbar für diese stunde halten wir für eine minute unsere gedanken an und denken nicht nur an uns an die sorgen und probleme die wir diskutieren sondern denken wir für eine minute an milliarden arme in der welt die von weniger als dollar am tag leben müssen denken wir an millionen hungernde die mit dollar am tag auskommen müssen und an millionen flüchtlinge die coronasituation ist für diese menschen besonders dramatisch und trifft sie am härtesten; denn all das was wir in deutschland in europa an möglichkeiten des schutzes zur verfügung stellen können gibt es dort so gut wie nichtwir dürfen nicht nur an uns denken meine damen und herren milliarden euro rettungsschirm für europa für die europäischen länder für die menschen hier in europa: milliarden euro ich bitte sie das parlament den finanzminister um milliarden euro für alle entwicklungsländer für die ärmsten der armen für unser corona-sofortprogramm milliarden euro: ist das zu viel so sehen das die einen oder ist das zu wenig an solidarität die pandemie bekämpfen und besiegen wir nur weltweit deshalb ist es notwendig dass wir unsere solidarität zeigenmeine damen und herren die neue bedeutung der ez: die entwicklungszusammenarbeit deutschlands bedeutet internationale kooperation mit ländern in der welt unsere aufgabe nummer eins ist die bekämpfung der armut und des hungers ich denke zum beispiel an den jemen wo sich im augenblick die größte humanitäre katastrophe weltweit abspielt hunger ist mord; denn wir könnten dieses problem weltweit mit relativ bescheidenen mitteln gemeinsam lösen mit milliarden dollar so sagen uns wissenschaftler pro jahr zehn jahre lang können wir alle menschen satt machendie entwicklungszusammenarbeit ist zukunfts- und friedenspolitik wir investieren in das überleben von millionen von kindern ich denke an die millionen flüchtlinge davon die hälfte kinder in syrien mit cent pro tag retten wir ein menschenleben in diesen flüchtlingscamps dennoch sterben täglich kinder millionen kinder auf der welt sind arbeitssklaven sie arbeiten auch für uns in der kleiderproduktion in der schuhproduktion wir dürfen das nicht zulassenentwicklungszusammenarbeit ist auch internationale klima- und umweltpolitik hier müssen wir weltweit umdenken auch das klima retten wir nur weltweit nicht alleine in deutschland und nicht alleine in europa wollten alle so leben wirtschaften und konsumieren wie wir dann bräuchten wir drei erden jedem ist klar dass es diese drei erden nicht gibt deshalb muss die devise heißen: umdenken auch nach der krise dürfen wir nicht zurück zu einer normalisierung der globalisierung wie wir sie vorher gehabt haben: immer weiter immer mehr und immer schnellerwir brauchen eine globale energiewende dazu muss auch brüssel seinen beitrag leisten wenn jeder afrikanische und jeder indische haushalt zugang zu strom auf der basis von kohle bekommt das ist im augenblick die planung so bedeutet das kohlekraftwerke zusätzlich meine damen und herren deshalb schlage ich einen europäisch-afrikanischen new deal für klima- und energiepolitik vor wir brauchen eine weltweite energiewende deutschland hat die technologie wir können arbeitsplätze sichern wir können daraus eine große win-win-situation schaffenbei allen problemen muss europa handlungsfähig werden parallel hat frau von der leyen ihr programm vorgeschlagen wir brauchen einen eu-afrika-partnerschaftsvertrag und zumindest eine verdoppelung der eu-afrika-mittel für die nächsten sieben jahre bis heute herr präsident hat die europäische union zur bekämpfung der pandemie mit dramatischen wirtschaftlichen und finanziellen folgen für die entwicklungsländer keinen einzigen zusätzlichen eurocent zur verfügung gestellt keinen eurocent wir lassen was europa anbetrifft diese länder leider bisher alleinemit bmz hat ihnen mein haus ein reformkonzept vorgelegt wir reagieren auf die neuen herausforderungen der zeit auf neue themen ich möchte diese reform mit ihnen umsetzen und so das ministerium zukunftsfähig weiterentwickeln mehr wirksamkeit ist dabei die devisezum schluss möchte ich allen draußen in der welt danken: unsere entwicklungshelfer die giz die kfw viele private organisationen und die kirchen sind nicht zurückgekommen; sie sind draußen bei den menschen in den entwicklungsländern sie leisten großartige arbeit und sie haben unsere unterstützungvielen herzlichen dank danke sehr die erste frage stellt der kollege dietmar friedhoff afd
2,27.05.2020,ID1916200200,Dietmar,Friedhoff,AfD,Dietmar Friedhoff,herr präsident sehr geehrter herr minister sie fordern die eu auf afrika und zentralasien mit zusätzlichen milliarden euro zu unterstützen sie möchten im nachtragshaushalt ihres ressorts zusätzliche millionen euro für coronasofortmaßnahmen haben milliarden entschuldigung genaudie who geht in afrika mit bezug zu covid- von derzeit infizierten und ungefähr toten aus durch die covid- -bedingte behandlungskonzentration finden derzeit keine behandlungen unter anderem in den bereichen masern und polio tuberkulose aids und malaria statt dadurch bedingt geht man von einem dieses wort finde ich eigentlich sehr entsetzlich gesundheitlichen kollateralschaden von über million zusätzlichen toten in afrika aus nur in diesen vier bereichenherr müller sind die von ihnen geplanten maßnahmen also wirklich zielführend oder richten sie nicht einen unwiderruflichen zusätzlichen schaden durch eine unverhältnismäßige zielkonzentration an
3,27.05.2020,ID1916200300,Gerd,Müller,CDU/CSU,Gerd Müller,herr kollege sie sprechen die dimension an diese pandemie ist dort nicht nur eine krise die zu tod durch das virus führt sondern die experten sagen uns: eine vielzahl mehr an toten wird die dadurch ausgelöste wirtschafts- finanz- und hungerkrise verursachen wir haben jetzt schon in vielen ländern afrikas aber auch in lateinamerika und in indien eine hungerkrise gigantischen dramatischen ausmaßesder lockdown hat dazu geführt dass viele menschen ähnlich wie in deutschland keine arbeit mehr haben bei uns gibt es kurzarbeitergeld aber in den afrikanischen ländern bekommen prozent der arbeiterinnen und arbeiter tagelohn in einem arbeitsverhältnis wo es weder hartz iv oder kurzarbeitergeld noch eine stütze gibt von einem tag auf den anderen stehen millionen wenn ich indien dazunehme hunderte von millionen vor dem nichts das world food programme kann nicht mehr herein die logistik bricht zusammen und deshalb ist diese pandemie eine hunger- wirtschafts- und finanzkrise dramatischen ausmaßes nachfrage
4,27.05.2020,ID1916200400,Dietmar,Friedhoff,AfD,Dietmar Friedhoff,ja gerne; die nachfrage passt genau derzeit hungern millionen menschen alleine in afrika der lockdown und die konzentration auf covid- werden weitere menschen treffen herr minister von wie vielen hungernden menschen zusätzlich bis zum ende des jahres gehen sie aus wie viele werden ihrer meinung nach lockdown-bedingt an hunger sterben
5,27.05.2020,ID1916200500,Gerd,Müller,CDU/CSU,Gerd Müller,ich bin niemand der die apokalypse beschreibt aber es kann sich jeder ausmalen welche dramatischen verhältnisse zum beispiel in den flüchtlingscamps herrschen ich war noch im februar in kutupalong in dem weltgrößten flüchtlingscamp: es sind rohingya die dort auf dem boden auf dem feld auf einem früheren elefantengelände leben müssen leider ist auch dort jetzt das virus angekommenwir dürfen nicht abwarten bis dieses virus tausende menschenleben fordert und deshalb habe ich sofort entschieden mit ihrer unterstützung dass deutschland dort vor ort eine notfallmedizin aufbaut dass wir labore und tests bereitstellen und den menschen vor ort helfen das muss unsere devise seinwir sind drei monate voraus in der krise wir haben viel wissen können erfahrung und das sollten wir jetzt mit unseren internationalen organisationen den ärmsten der armen und den bedürftigsten zur verfügung stellen dr sascha raabe spd stellt die nächste frage
6,27.05.2020,ID1916200600,Sascha,Raabe,SPD,Sascha Raabe,herr minister erst einmal vielen dank für ihre ausführungen und vor allem auch für das engagement im rahmen der coronapandemie in den entwicklungsländern die gesundheitlichen wirtschaftlichen und sozialen folgen abzumildern wir unterstützen als entwicklungspolitikerinnen und entwicklungspolitiker der spd voll dass wir aus dem nachtragshaushalt hier auch zusätzliche mittel brauchen sie haben ja einen bedarf von etwa milliarden euro angemeldet vielleicht auf dieses und nächstes jahr verteilt ich denke das ist sehr wichtig und das unterstützen wiraber es geht ja nicht nur um geld sondern jetzt in der krise sind arbeitnehmerinnen in entwicklungsländern auch noch vulnerabler die näherinnen in bangladesch sind arbeitslos viele stehen auf der straße und laufen auch gefahr ausgebeutet zu werdendazu meine frage: setzen sie sich weiter für ein lieferkettengesetz ein und wie sind die erfolgsaussichten für dieses gesetz das wir unbedingt brauchen um menschenrechte und arbeiternehmerrechte in entwicklungsländern zu schützen eu-justizkommissar reynders hat jetzt eine initiative angekündigt und mich würde interessieren wie sie das im kabinett voranbringen können und wie es damit weitergeht
7,27.05.2020,ID1916200700,Gerd,Müller,CDU/CSU,Gerd Müller,ich glaube die pandemie hat uns gezeigt: wir leben in einem globalen dorf dieses virus ist in wuhan ausgebrochen und hat innerhalb von wenigen wochen die ganze welt erreicht wir sind aber auch in der frage der lieferbeziehungen des austausches von waren und dienstleistungen weltweit verbunden unsere jeans werden in bangladesch produziert unsere turnschuhe unsere kleidung und vieles mehr aber dort werden sie von menschen produziert die unter sklavenähnlichen bedingungen arbeiten müssen es gibt keine arbeitsrechte wie in deutschland; stunden müssen die frauen in bangladesch arbeiten für bis cent pro stunde damit wir eine jeans in bangladesch für euro einkaufen können die in deutschland oder euro im verkauf kostet das ist die handelsspanne meine damen und herrenes ist unerträglich dass wir die reichen industriestaaten solche zustände in unseren globalen lieferketten dulden und erlauben wir haben nun viele jahre auf freiwilligkeit gesetzt und viele viele firmen verpflichten sich in den lieferketten soziale und ökologische mindeststandards und menschenrechtsstandards umzusetzen aber freiwilligkeit führt offensichtlich nicht zum erfolg deshalb halte ich daran fest wir bekommen dieser tage die auswertung des nap-monitoringprozesses ein lieferkettengesetz auf den weg zu bringen das diese verhältnisse verändert nachfrage herr kollege
8,27.05.2020,ID1916200800,Sascha,Raabe,SPD,Sascha Raabe,sie haben unseren arbeitsminister hubertus heil ja voll an der seite und uns sozialdemokraten sowieso wir sind seit langem für eine verbindliche regelung die frage ist ob sie auch wirtschaftsminister altmaier schon überzeugt haben; denn der blockiert ja da leider noch und ich verstehe es auch nicht weil ich mit vielen unternehmensverbänden und unternehmern rede die sagen: wir wollen auch faire wettbewerbsbedingungen haben; denn der ehrliche unternehmer soll ja geschützt werden und die schwarzen schafe sollen nicht auf kosten von arbeitnehmerinnen und arbeitnehmern billiger produzieren könnenanschließend daran die frage: ich weiß ich habe sie an der seite; bei fairer handel statt freihandel arbeiten wir auch gut zusammen aber auch bei mercosur ist es so: wirtschaftsminister altmaier möchte dieses abkommen auf teufel komm raus so beschließen wie es ist das wird zu großen abholzungen des regenwaldes führen; denn wir haben dort im nachhaltigkeitskapitel keine sanktionsmöglichkeiten wenn brasilien dagegen verstößt und wir wissen was dieser fanatische populistische präsident dort vorhat herr kollege wir müssen verhindern dass durch so ein abkommen am ende arbeitnehmerrechte menschenrechte regenwald und klimaschutz unter die räder kommen ich frage sie: was können wir tun damit die bundesregierung diesem abkommen so nicht zustimmt sondern dafür sorgt dass das nachhaltigkeitskapitel verbindlich sanktionierbar ist damit dort fairer statt freier handel stattfinden kann darf ich mal die bemerkung machen dass auch bei der dringlichkeit der probleme global für die befragung unserer regierungsbank eigentlich die beschränkung von einer minute für frage und antwort gilt herr bundesminister
9,27.05.2020,ID1916200900,Gerd,Müller,CDU/CSU,Gerd Müller,noch mal zu den lieferketten: der monitoringprozess endet diesen freitag nach den bisherigen informationen wird es wie in der ersten runde sein es haben sich circa prozent der befragten beteiligt ich nehme nichts vorweg es wird erst ausgewertet aber: mit einem vollkommen unbefriedigenden ergebnis sollte es sich so bestätigen werden wir den koalitionsvertrag umsetzen und ein lieferkettengesetz vorlegen und ich freue mich dass ich große unterstützung nicht nur von verbänden sondern auch aus der wirtschaft habe von unternehmern die sagen: wir müssen menschenrechtsstandards garantieren wir müssen die kinderarbeit stoppen und wir brauchen auch ökologische standardseinen ähnlich entscheidenden schritt müssen wir in den außenhandelsabkommen umsetzen das heißt die nachhaltigkeitskapitel im mercosur-abkommen in abkommen mit indonesien und anderen staaten für verbindlich erklären und verstöße sanktionieren dann werden brennende regenwälder nicht mehr das morgen sein sondern das gestern danke sehr dazu möchte der kollege uwe kekeritz bündnis /die grünen eine frage stellen
10,27.05.2020,ID1916201000,Uwe,Kekeritz,BÜNDNIS 90/DIE GRÜNEN,Uwe Kekeritz,herzlichen dank sie haben das stichwort mercosur genannt; das finde ich sehr interessant sie wissen dass die brandrodungen extrem ausgeweitet wurden; noch nie wurde so viel wald vernichtet wie zurzeit sie wissen auch dass corona dort drüben wütet und dass vor allen dingen die indigenen betroffen sind; sie sind sowohl vom virus als auch von der brandrodung betroffender umweltminister brasiliens hat vor kurzem gesagt: wir müssen die chance nutzen in der öffentlichkeit nimmt man uns zurzeit nicht wahr diese brandrodungen zu legalisieren und die täter straffrei zu stellen damit die großgrundbesitzer dieses land erwerben können wollen sie tatsächlich mit einem solch verbrecherischen regime ein handelsabkommen betreiben wir wissen doch dass die nur an ihrem persönlichen profit interessiert sind; menschenrechte und legalität spielen überhaupt keine rolle wie kann diese bundesregierung ein solches vorgehen verantworten
11,27.05.2020,ID1916201100,Gerd,Müller,CDU/CSU,Gerd Müller,ich denke an die menschen und den menschen ist so nicht geholfen auch in afrika gibt es viele regierungen mit denen wir unter berücksichtigung demokratischer menschenrechtsstandards nicht zusammenarbeiten dürften der entwicklungsminister hat es fast ausnahmslos mit schwierigen ländern zu tun aber ich kann ihnen sagen: ich habe heute nachmittag entschieden dass wir in manaus direkt helfen werden den indigenen den menschen vor ort covid- zu stoppen wir haben möglichkeiten und mittel ich bin nach wie vor auch mit der brasilianischen regierung im gespräch ich bin der meinung: wenn wir die gespräche abbrechen nichts tun uns aus dem amazonas zurückziehen dann helfen wir weder den menschen den indigenen noch dem brennenden regenwald deshalb versuche ich auch mit dem brasilianischen umweltminister neue maßnahmen nach vorne zu bringenin den nächsten wochen wird entschieden ob wir uns mit einem neuen waldprogramm im amazonas engagieren wollen ziel ist die brandrodungen der regenwälder zu stoppen dazu trägt aber ganz erheblich das thema zertifizierung von sojaeinfuhr auch für die deutsche und europäische landwirtschaft bei wir können nicht von flächen für die regenwälder gerodet wurden hier unsere schweine und rinder füttern deshalb muss soja zertifiziert werden nachfrage ja herr kekeritz
12,27.05.2020,ID1916201200,Uwe,Kekeritz,BÜNDNIS 90/DIE GRÜNEN,Uwe Kekeritz,danke schön diese antwort widerspricht ein bisschen ihrer länderliste sie haben ja viele länder aus dieser länderliste gestrichen und wir haben nach einem argument gefragt
