,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,10.02.2021,ID1920800100,Svenja,Schulze,SPD,Svenja Schulze,"herr präsident! sehr geehrte damen und herren abgeordnete! alle augen und ohren sind heute natürlich auf die bund-länder-runde gerichtet, darauf, wie es weitergeht mit den coronabeschränkungen und dem impfen. das bestimmt die diskussion in den medien und sicherlich auch in den wohnzimmern. dennoch will ich heute mit ihnen über umweltpolitik reden. denn die pandemie lehrt uns: eine intakte natur und die entsprechenden investitionen zahlen sich aus. deshalb hat die bundesregierung trotz des lockdowns in den letzten wochen und monaten im umweltschutz ganz wichtige fortschritte gemacht, gerade heute beim schutz der insekten. das bundeskabinett hat das insektenschutzgesetz auf den weg gebracht und die anwendung umweltschädlicher pestizide ganz erheblich eingeschränkt. endlich! anderthalb jahre ist es jetzt her, dass ich mit dem aktionsprogramm insektenschutz ein umsteuern eingeleitet habe. und heute hat das kabinett sehr deutlich bewiesen, dass wir das ernst meinen. äcker sollen wieder einladender werden für insekten: mehr klatschmohn und kornblume, weniger ackergifte und ausgeräumte agrarlandschaften. auch städte sollen insektenfreundlicher werden durch weniger lichtverschmutzung und mehr raum für insekten, auch außerhalb von parks und gärten. was ändert sich jetzt konkret? glyphosat wird endlich verboten. es tötet wahllos wildpflanzen ab und zerstört damit die nahrungsgrundlage für vögel und insekten. bis ende gibt es eine europarechtlich bedingte übergangszeit und dann eben ein komplettverbot. und bis dahin wird der einsatz erheblich eingeschränkt werden. flüsse, bäche, seen werden sauberer, da pestizide nur noch in angemessenem abstand eingesetzt werden dürfen. das schützt tiere und pflanzen im wasser und am ufer. in schutzgebieten sollen insekten wieder echten schutz finden. mittel, die insekten und wildkräuter abtöten und dabei die biologische vielfalt schädigen, werden weitestgehend verbannt. zusätzliche flächen werden als biotop anerkannt und unter schutz gestellt. und auch bei der landschaftsplanung soll künftig der insektenschutz stärker berücksichtigt werden. das erleichtert es zum beispiel, biotope zu einem netzwerk geschützter lebensräume zu verbinden. wir haben im kabinett damit lösungen gefunden, die der landwirtschaft und den insekten gleichermaßen gerecht werden. die neuen regelungen sind eine mischung aus neuen rechtlichen vorgaben, der öffnung für vertragsnaturschutz und gesellschaftlich gemeinsam erarbeiteten lösungen. die aufgeheizte debatte der letzten wochen zu diesem thema hat erneut deutlich gemacht, wie wichtig das herstellen von gemeinsamkeit in unserer gesellschaft ist. ich weiß: die landwirtinnen und landwirte sind unter druck aufgrund der teilweise unanständigen preispolitik des handels und aufgrund einer jahrelang verfehlten agrarpolitik. deshalb setze ich mich dafür ein, dass das umsteuern in der landwirtschaft künftig besser entlohnt wird. wir brauchen deutlich mehr geld aus der agrarförderung in der sogenannten zweiten säule, um vertragliche kooperative vereinbarungen besser finanzieren können. meine damen und herren abgeordnete, insekten, das sind kleine nutztiere. sie bestäuben blüten, sie fressen schädlinge, sie bereiten gesunde böden, sie ernähren vögel und andere tiere. insektenschutz sichert nicht nur das überleben von hirschkäfern und erdhummeln. er sichert auch die zukunft unserer landwirtschaft und nutzt damit uns allen. gleiches gilt für viele projekte der umweltpolitik, zum beispiel beim klimaschutz. letzte woche hat das bundeskabinett beschlossen, den anteil erneuerbarer energien im verkehr ganz erheblich zu steigern. weitere schritte sind nötig, schon allein aufgrund der anhebung des eu-klimazieles für ein weiterer großer erfolg der letzten wochen und das ergebnis wirklich harter arbeit. auch bei der reduzierung von plastikmüll geht es voran. wer sich essen oder kaffee zum mitnehmen kauft, soll künftig die wahl haben zwischen mehrweg- und einwegbehältern. das hat das kabinett ende januar vereinbart und heute erst regelungen zur kennzeichnung von einwegprodukten. also, die klimakrise, die plastikflut, der insektenschwund, der verlust von lebensräumen, all das geht weiter, leider auch in pandemiezeiten. lassen sie uns daher weiter an lösungen arbeiten, die menschen und umwelt gleichermaßen zugutekommen. lassen sie uns das gemeinsam tun! ich freue mich jetzt auf ihre fragen. die erste frage stellt der kollege karsten hilse, afd."
2,10.02.2021,ID1920800200,Karsten,Hilse,AfD,Karsten Hilse,"vielen dank, herr präsident. sehr geehrte ministerin! zum thema co jetzt meine frage: wie kommen sie und ihre regierung auf die idee, dass die deutsche energieverteuerung etwas anderes bewirkt, als dass die wirtschaft abwandert und die leute mittels hoher preise bei gleichzeitigem arbeitsplatzverlust in die armut getrieben werden? frau bundesministerin."
3,10.02.2021,ID1920800300,Svenja,Schulze,SPD,Svenja Schulze,"ganz herzlichen dank für die frage. wir haben einen co nachfrage, herr kollege?"
4,10.02.2021,ID1920800400,Karsten,Hilse,AfD,Karsten Hilse,"ja, vielen dank. frau ministerin, in einem wortbeitrag im bayerischen rundfunk im zusammenhang mit der coronaepidemie sagten sie konkret: wir merken ja im moment alle, dass wir eben nicht alles steuern können. dem können wir natürlich zustimmen, nur zustimmen. würden sie uns daher bitte in einfachen, verständlichen worten erklären, was sie und ihre regierung dazu veranlasst, die gesellschaft auch darauf auszurichten, dass sich das mindestens so komplexe, wenn nicht sogar komplexere klimasystem der erde von uns oder von ihrer regierung beeinflussen lässt?"
5,10.02.2021,ID1920800500,Svenja,Schulze,SPD,Svenja Schulze,"herr abgeordneter, ja, mit dem klima, mit der natur, mit der umwelt können sie nicht verhandeln. es gibt keine verhandlungslösung. das klima wartet nicht, bis wir so weit sind, sondern wir müssen maßnahmen ergreifen. wir sind davon geprägt, dass wir sagen: wir müssen vorsorge leisten. wir müssen co der kollege dr. hoffmann, fdp, hat eine nachfrage. entschuldigung. mit dem mund-und-nasen-schutz ist man zwar geschützt, aber auch davor, dass man erkannt wird. deswegen hatten wir früher auch mal ein vermummungsverbot."
6,10.02.2021,ID1920800600,Till,Mansmann,FDP,Till Mansmann,"vielen dank, herr präsident. frau ministerin, sie haben es gerade angesprochen: bei den co"
7,10.02.2021,ID1920800700,Svenja,Schulze,SPD,Svenja Schulze,"herr abgeordneter, ja, wir haben auch die kfz-steuer angehoben. das ist genau der richtige anreiz, eben auf sparsame, auf kleinere fahrzeuge zu setzen, und der anreiz, die e-mobilität stärker voranzubringen. wir haben es mit all den förderprogrammen geschafft, die wir auf den weg gebracht haben, so viele neuanmeldungen bei den e-fahrzeugen zu haben wie noch niemals zuvor. und das ist genau der richtige weg, den wir da weitergehen wollen. die kfz-steuer ist ein baustein in dem gesamten maßnahmenprogramm, was dazu einen beitrag liefert. danke sehr. ich lasse jetzt noch eine nachfrage des kollegen marc bernhard, afd, zu. dann komme ich zu der frage des kollegen alois gerig."
8,10.02.2021,ID1920800800,Marc,Bernhard,AfD,Marc Bernhard,"danke, herr präsident. frau ministerin, bereits heute muss eine vierköpfige familie für ihre ganzen klimamaßnahmen euro im jahr bezahlen. und trotz dieser massiven belastungen hat eben in den letzten zehn jahren der co jetzt ist die frage: wie sollen sich die menschen in unserem land diese ganzen ausgaben eigentlich noch leisten können, insbesondere angesichts der größten wirtschaftskrise seit , wie bundeskanzlerin merkel ja sagt?"
9,10.02.2021,ID1920800900,Svenja,Schulze,SPD,Svenja Schulze,"sehr geehrter herr abgeordneter, was wir wollen, ist, dass die klimafreundlichen alternativen gewählt werden. wir wollen als staat gar nicht mehr geld einnehmen, zum beispiel über den co ich bezweifle erst mal ihre zahlen, die sie hier gerade genannt haben. wir haben auch enorme entlastungen gerade für familien auf den weg gebracht: wir haben ein mobilitätsgeld eingeführt, also die pendlerpauschale verändert. wir helfen bei der sanierung von gebäuden. es gibt ein programm zum austausch alter ölheizungen. wir machen das bahnfahren billiger. wir haben den strompreis gedeckelt. wir haben also auch eine ganze menge dinge auf den weg gebracht, die kostendämpfend wirken. aber was wir brauchen, ist die umsteuerung, die auf uns alle zukommt: wir alle müssen die klimafreundlichen alternativen wählen. das ist das, was künftig günstiger ist. das ist das, was gut ist für die menschen und für die umwelt. danke sehr. alois gerig, cdu/csu, stellt die nächste frage."
