,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,15.05.2019,ID1910000100,Anja,Karliczek,CDU/CSU,Anja Karliczek,"sehr geehrter herr präsident! liebe kolleginnen und kollegen! in der kommenden woche wählen wir europäer ein neues parlament. ich möchte daher einige einleitende worte zu dieser besonderen wahl sagen. für bildung und forschung ist die europäische union nämlich ein echter glücksfall. durch schüler-, azubi- und studentenaustausche sind millionen von persönlichen beziehungen entstanden. es sind diese geschichten, die unser europäisches haus mit leben füllen. die wissenschaft ist durch europa enger vernetzt denn je. forscher kämpfen gemeinsam gegen krebs, tüfteln an neuen innovationen und setzen sich für den schutz unseres klimas ein. mit einer gut vernetzten bildungs- und forschungslandschaft ist europa ein ort der chancen. deshalb ist es wichtig, dass die europäische union aus der anstehenden wahl gestärkt hervorgeht, damit wir uns dann gemeinsam und entschlossener denn je den großen zukunftsfragen unseres kontinents widmen können. das leben der menschen durch bildung und forschung ein klein wenig besser zu machen, ist natürlich auch unser anspruch hier in deutschland. die leistungsfähigkeit unseres bildungssystems ist international und auch hier im land hoch anerkannt. fortschritte in der forschung schaffen immer neue möglichkeiten für ein besseres und gesünderes leben, für eine leistungsfähigere und stets wettbewerbsfähige wirtschaft und mittlerweile auch für immer weiter gehende erkenntnisse über die grundlagen unserer existenz. lassen sie mich einige punkte explizit nennen. erstens. wir verbessern die startbedingungen für studierende und auszubildende. es ist noch nicht lange her, dass wir die drei großen wissenschaftspakte unter dach und fach gebracht haben. wir haben damit gezeigt, dass auf der einen seite unser föderales miteinander zwischen bund und ländern und auf der anderen seite das miteinander zwischen wissenschaftsministern und finanzministern funktioniert und dass wir zum wohl der menschen in unserem land gute kompromisse schmieden können. in den kommenden zehn jahren werden wir hochschulen und forschungseinrichtungen mit über milliarden euro unterstützen. noch nie hat es eine solche planungssicherheit und eine so langfristige finanzielle perspektive für unsere hochschulen und unsere forschungseinrichtungen gegeben. wir stärken damit einerseits unsere innovationskraft, andererseits unsere wettbewerbsfähigkeit, auch ganz klar im internationalen vergleich. das ist die entscheidende weichenstellung des kommenden jahrzehnts. damit schaffen wir eben auch die grundlage für eine exzellente entwicklung des hochschul- und wissenschaftsstandortes deutschland, und zwar im ganzen land und nicht nur an wenigen orten. ein weiterer punkt ist unsere bafög-reform. die bafög-reform ist jetzt auf der zielgeraden. wir setzen , milliarden euro zusätzlich für das bafög ein; denn es ist uns wichtig, dass jeder junge mensch seinen weg in den beruf frei wählen kann. wir wollen bis in die mitte der gesellschaft hinein familien unterstützen, die arbeiten und kinder in ausbildung haben. morgen treffen sie hier im deutschen bundestag die entscheidung über das novellierte bafög, das dann am . august dieses jahres in kraft treten kann. damit können die spürbaren verbesserungen aus der bafög-novelle rechtzeitig zum wintersemester bei den studierenden ankommen. auch die modernisierung des berufsbildungsgesetzes geht nun, nachdem wir sie heute im kabinett beschlossen haben, ins parlamentarische verfahren. wir wollen damit die berufliche bildung in deutschland noch attraktiver machen. mit neuen, international anschlussfähigen fortbildungsstufen und einer ausgewogenen mindestausbildungsvergütung zeigen wir, dass deutschland ein hoch attraktives und zukunftsfähiges berufsbildungssystem hat. auch hier bin ich für unterstützung im parlamentarischen verfahren dankbar. zweiter punkt, den ich gerne ansprechen möchte: für ein modernes deutschland brauchen wir moderne bildung in deutschlands schulen. auch daran arbeiten wir und unterstützen daher die länder wie noch nie zuvor. beim digitalpakt schule kann ich vollzug melden: die unterschriften der länder sind da. der weg ist damit frei für die digitale bildung an unseren schulen. länder und kommunen können nun den digitalpakt mit leben füllen und dann in die klassenzimmer bringen. für die zusage der milliarden euro und die fraktionsübergreifende unterstützung dieses hauses bei der grundgesetzänderung möchte ich ihnen allen ganz herzlich danke sagen. ein dritter punkt, den ich noch ansprechen will: das, was für den digitalpakt gilt, gilt natürlich auch für die forschung. die fortschritte der forschung müssen den menschen in unserem land möglichst unverzüglich zugutekommen. ich will den kampf gegen den krebs nennen; er liegt mir besonders am herzen. anfang des jahres haben wir die nationale dekade gegen krebs gestartet. damit bündeln wir über zehn jahre lang alle kräfte. wir kämpfen dafür, dass weniger menschen neu an krebs erkranken, krebs früher erkannt wird und künftig auch besser behandelt werden kann. unsere größte hoffnung liegt auf den schultern der krebsforscher. diese stärken wir mit der nationalen dekade gegen krebs mehr denn je. liebe kolleginnen und kollegen, nur mit einer innovativ und modern aufgestellten bildungs- und forschungslandschaft sind wir für die nächsten jahre gerüstet. die technologischen und globalen entwicklungen fördern unsere gesellschaft schon jetzt an vielen stellen. ich denke, jetzt ist es zeit, im demokratischen miteinander immer wieder gute entscheidungen zu treffen: für eine leistungsfähige bildungslandschaft, für eine leistungsfähige forschungslandschaft, für eine leistungsfähige wissenschaft in deutschland, aber ganz klar auch in europa. herzlichen dank. jetzt freue ich mich auf ihre fragen. vielen dank, frau bundesminister karliczek. wir beginnen jetzt mit fragen zu ihren einleitenden ausführungen und zu ihrem geschäftsbereich, andere fragen kommen dann ein bisschen später. die erste frage stellt der kollege dr. michael espendiller, afd."
2,15.05.2019,ID1910000200,Michael,Espendiller,AfD,Michael Espendiller,"danke, herr präsident, für das wort. liebe frau karliczek, hochschulpakt, qualitätspakt lehre, pakt für forschung und innovation, das sind drei bund-länder-vereinbarungen, die für eine bessere qualität der lehre sorgen sollen. der bundesrechnungshof hat nun festgestellt, dass es in diesen programmen zu einer regelrechten misswirtschaft gekommen ist. dem qualitätspakt lehre spricht er sogar den gesamterfolg komplett ab. verantwortlich dafür ist ihr haus. die bildungspolitiker aller fraktionen kämpfen immer wieder für mehr geld für die bildung. wir alle wissen, dass das nicht so einfach ist. hier stand jetzt einmal geld zur verfügung. aber dieses geld wurde nicht ordnungsgemäß und nicht zielgerichtet eingesetzt, sondern einfach mit der gießkanne verteilt. das ist aus unserer sicht verantwortungslos. uns ist natürlich bewusst, dass sie persönlich das nicht alleine zu verantworten haben, sondern auch ihre beiden vorgängerinnen, frau schavan und frau wanka. aber das bildungsministerium wird seit von der union geführt. nun meine frage: wie wollen sie verhindern, dass eine solche misswirtschaft wieder passiert? wie wollen sie den laden in den griff kriegen, und droht uns beim digitalpakt das gleiche chaos?"
3,15.05.2019,ID1910000300,Anja,Karliczek,CDU/CSU,Anja Karliczek,"die zielverfehlungen, die beim hochschulpakt moniert werden, weise ich zurück. es hat vereinbarungen mit den ländern gegeben, dass sie aufgrund von prognosen bezüglich der studierendenzahlen zum beispiel die möglichkeit haben, geld zurückzustellen, das sie aber, wenn nachgewiesen ist, dass sie das geld nicht für den aufbau von studienplätzen gebraucht haben, an den bund zurückzahlen müssen. zu dem, was nun im hinblick auf die möglichkeiten, die sehr weitgehend waren, weil vielfach aufgaben anhand von prognosen aus den letzten pakten zu erfüllen waren, festgestellt wurde, kann ich nur sagen: an dieser stelle gibt es für die zukünftigen pakte wesentlich strengere vorgaben. die rückstellung von geld für den weiteren aufbau von studienplätzen zum beispiel braucht es nicht mehr, weil der zukünftige hochschulpakt eine ganz andere aufgabe hat. danke sehr. wollen sie eine nachfrage stellen?"
4,15.05.2019,ID1910000400,Michael,Espendiller,AfD,Michael Espendiller,"ja. der rechnungshof macht den konkreten vorschlag, dass der bund ein kündigungsrecht erhält und dass die folgen für den bundeshaushalt beschränkt werden. teilen sie das? möchten sie das so umsetzen, oder ignorieren sie das?"
5,15.05.2019,ID1910000500,Anja,Karliczek,CDU/CSU,Anja Karliczek,"der bund hat ein kündigungsrecht. er kann mit einer vorlaufzeit von fünf jahren die dauerhafte vereinbarung, die wir nun mit den ländern geschlossen haben, kündigen. danke sehr. dann stellt die nächste frage die kollegin yasmin fahimi, spd."
6,15.05.2019,ID1910000600,Yasmin,Fahimi,SPD,Yasmin Fahimi,"sehr geehrte frau ministerin karliczek, wir als spd-fraktion freuen uns natürlich außerordentlich, dass mit dem heutigen kabinettsbeschluss zum berufsbildungsgesetz endlich die mindestausbildungsvergütung auf den weg gebracht wurde. wir begrüßen auch außerordentlich, dass darin eine regelung gefunden wurde, die eine inbezugnahme der sozialpartnerschaftlichen vereinbarungen und tarifverträge vorsieht. teilen sie die auffassung, dass diese regelung jetzt gute klarheit für alle schafft und dass diese regelung deutlich vorteilhafter ist als die inbezugnahme des schüler-bafög, wie sie ursprünglich im referentenvorschlag vorgesehen war?"
7,15.05.2019,ID1910000700,Anja,Karliczek,CDU/CSU,Anja Karliczek,"die aufgabe, die wir mit der novelle zum berufsbildungsgesetz erfüllen wollen, ist die stärkung der beruflichen bildung. in der beruflichen bildung gibt es immer viele akteure, die mit am tisch sitzen. es war eine meiner aufgaben es war mir die wichtigste , zusammen mit den partnern, die mit am tisch sitzen das sind neben meinen kollegen aus anderen ministerien die tarifpartner , durch diese novelle sicherzustellen, dass im konsens ein weg zur einführung der mindestausbildungsvergütung gefunden wird. sie sollte so maßvoll sein, dass sie auf der einen seite wertschätzung für die auszubildenden und für die leistungen, die die auszubildenden in den betrieben erbringen, zum ausdruck bringt und auf der anderen seite die dynamik auf dem ausbildungsmarkt erhält, sodass den jungen menschen jahr für jahr möglichst viele ausbildungsplätze angeboten werden können. wir haben in diesem kontext, glaube ich, mit maß und mitte einen weg gefunden und sind so weit gekommen, das heute im kabinett zu verabschieden. ich würde mich freuen, wenn sie das weiter unterstützten. möchten sie eine nachfrage stellen?"
8,15.05.2019,ID1910000800,Yasmin,Fahimi,SPD,Yasmin Fahimi,"ich habe noch eine nachfrage. mit dieser regelung wurden sicherlich maß und mitte gefunden; das teile ich. aber mit dieser regelung ist auch ein wichtiges signal gesetzt, dass wir nicht nur eine beliebige grenze per gesetz einführen, sondern auch tarifvertragliche vereinbarungen auf besondere art und weise berücksichtigen und die sozialpartnerschaft, die uns wichtig ist, zur geltung bringen. deswegen lautet meine frage: sehen sie ebenfalls die vorteile dieser regelung im verhältnis zur ursprünglichen idee der inbezugnahme des schüler-bafög?"
9,15.05.2019,ID1910000900,Anja,Karliczek,CDU/CSU,Anja Karliczek,"die unbefristete tarifvertragliche öffnungsklausel, die wir aufgenommen haben, um in verschiedenen branchen oder in verschiedenen regionen immer die tarifvertragliche lösung vor die mindestausbildungsvergütung zu stellen, halte ich für einen entscheidenden schritt; denn das eröffnet tarifpartnerschaften, die vor ort die regionalen bedürfnisse viel besser kennen, als wir sie für gesamtdeutschland sehen können, entsprechende möglichkeiten. damit setzen wir ein zeichen, dass wir tarifpartnerschaft wertschätzen. danke sehr. die nächste frage stellt katja suding, fdp."
