,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,03.04.2019,ID199100100,Jens,Spahn,CDU/CSU,Jens Spahn,vielen dank herr präsident liebe kolleginnen und kollegen passenderweise hat sich das kabinett heute auch mit einem gesetzentwurf meines hauses beschäftigt zu dem ich gerne einleitend etwas sagen möchte nämlich dem gesetz zur errichtung eines deutschen implantateregisters unser ziel ist es ein implantateregister einzuführen mit den erkenntnissen die wir im laufe der zeit aus diesem register gewinnen können wollen wir die sicherheit und qualität von implantaten und die sicherheit der medizinischen versorgung bei implantationen verbessern die verbesserungen sollen natürlich vor allem den patientinnen und patienten zugutekommen deswegen beziehen wir alle patientinnen und patienten ein also gesetzlich versicherte privatversicherte und auch selbstzahler damit wir die richtigen schlüsse aus diesem register ziehen können brauchen wir valide und vollständige daten daher setzen wir auf eine verpflichtende teilnahme aller beteiligten die meldung an das register ist für die gesundheitseinrichtungen das werden in aller regel krankenhäuser sein die gesetzlichen und privaten krankenversicherungen und alle patientinnen und patienten verbindlich hersteller werden verpflichtet ihre produkte in der produktdatenbank des registers zu registrieren bei meldeverstößen der gesundheitseinrichtungen oder im falle von implantaten die nicht in der produktdatenbank registriert sind sieht der gesetzentwurf einen vergütungsausschluss vor diese sanktion dürfte in aller regel dazu führen dass sich alle an die vorgaben halten im gegenzug für diese umfassende verpflichtung müssen wir ein höchstmaß an sicherheit und schutz in bezug auf die sensiblen gesundheitsdaten sicherstellen daher sieht der gesetzentwurf eine behördenstruktur für das register vor das deutsche institut für medizinische dokumentation und information kurz dimdi eine uns nachgeordnete behörde wird als registerstelle die zentrale datensammlung übernehmen damit wird auch die neutralität in bezug auf die registerauswertung und die einhaltung datenschutzrechtlicher vorgaben gewährleistet das robert-koch-institut richtet eine unabhängige vertrauensstelle ein die alle personenbezogenen daten pseudonymisiert und damit die identifizierung der betroffenen patientinnen und patienten ausschließt für die übermittlung der datensätze wird die telematikinfrastruktur genutzt die einen sicheren informationsaustausch gewährleistet der mehraufwand der bei den gesundheitseinrichtungen zum beispiel in den krankenhäusern entsteht wird erstattet wir werden voraussichtlich mit dem endoprothesenregister für hüft- und kniegelenke sowie mit einem register für brustimplantate starten ich darf aus aktuellem anlass mit blick auf brustimplantate sehr konkret machen was der mehrwert eines solchen registers wäre: frankreich wird dieser tage acht herstellern von brustimplantaten den import und den weiteren verkauf von brustimplantaten verbieten es besteht nämlich der verdacht dass bestimmte arten von brustimplantaten insbesondere aufgrund einer bestimmten texturierung an der oberfläche krebs auslösen können es gibt einen verdacht aber bis jetzt keinen wissenschaftlichen beweis dafür jetzt wird es nachvollziehbarerweise fragen bei einigen patientinnen geben die sich diese implantate haben einsetzen lassen hätten wir das register schon könnten wir diese patientinnen gezielt über den verdacht den es gibt und über mögliche vorsichtsmaßnahmen informieren wir könnten sie darauf hinweisen dass es in bestimmten situationen sinn macht kontakt mit dem arzt aufzunehmen das ist mit blick auf die heutige situation so nicht möglich ärztinnen und ärzte müssen stattdessen aktiv auf ihre patientinnen zugehen unsere aufsichtsbehörden werden zusammen mit anderen europäischen aufsichtsbehörden das ganze natürlich weiter intensiv begleiten und verfolgen wie gesagt: eine wissenschaftliche evidenz für diesen zusammenhang gibt es bisher noch nicht nur eine vermutung deswegen sind wir aufmerksam deswegen würde es sinn machen die patientinnen zu informieren das können wir zum beispiel bei einer gelegenheit wie dieser tun aber eben leider nicht direkt ein solches implantateregister würde also in einem so konkreten fall im alltag verbesserungen für die betroffenen patientinnen bedeuten der entwurf enthält als abschließender hinweis zudem weitere regelungen zur änderung des sgb v und des krankenversicherungsrechts mit denen das verfahren des gemeinsamen bundesausschusses zur bewertung von untersuchungs- und behandlungsmethoden in der vertragsärztlichen versorgung beschleunigt werden soll damit setzen wir vereinbarungen aus dem koalitionsvertrag um wonach medizinische innovationen schneller in die regelversorgung gelangen sollen hierzu wird die bisherige fristvorgabe für den gemeinsamen bundesausschuss der über den umstand ob etwas von den krankenkassen bezahlt wird oder nicht entscheidet von drei auf zwei jahre verkürzt um eine einhaltung der frist sicherzustellen nehmen wir den unparteiischen vorsitzenden stärker in die pflicht er hat erforderlichenfalls einen eigenen beschlussvorschlag vorzulegen über den dann innerhalb von drei monaten zu entscheiden ist in diesem zusammenhang werden die aufsichtsrechte des bundesministeriums für gesundheit gestärkt um insbesondere die interessen der patientinnen und patienten besser zu berücksichtigen das war es zu beginn von meiner seite herr präsident herzlichen dank herr minister bevor wir im ersten teil der regierungsbefragung zu den einleitenden ausführungen des bundesministers für gesundheit und seinem geschäftsbereich kommen muss ich noch eine sitzungsleitende bemerkung machen: für die fragesteller und die antwort des ministers ist jeweils eine minute vorgesehen für eine nachfrage sekunden da wir keine optische gestaltungsmöglichkeit haben um auf den ablauf dieser sekunden aufmerksam zu machen will ich darauf hinweisen dass es schon rot ist wenn die ampel gelb wird nur dass die beteiligten wissen worauf sie sich einlassen dann bekommt als erster fragesteller das wort der kollege dr axel gehrke afd-fraktion
2,03.04.2019,ID199100200,Axel,Gehrke,AfD,Axel Gehrke,vielen dank herr minister meine frage bezieht sich auf den berufsstand der heilpraktiker im koalitionsvertrag wurde ja festgehalten dass die regierung im sinne einer verstärkten patientensicherheit das spektrum der heilpraktischen behandlungen überprüfen will nun stehen ja schon neuregelungen im arzneimittelgesetz zur diskussion planen sie weitere einschränkungen und halten sie den in europa einmaligen dualismus von ärzten und heilpraktikern in der gesundheitsversorgung langfristig für sachgerecht herr minister sie haben das wort
3,03.04.2019,ID199100300,Jens,Spahn,CDU/CSU,Jens Spahn,herr präsident herr kollege gehrke sie haben ja schon darauf hingewiesen dass wir uns das als koalition vorgenommen haben morgen abend wird hier im deutschen bundestag in erster lesung ein gesetz beraten werden das vorsieht dass die zubereitung von arzneimitteln durch heilpraktiker etwa frischzellenkuren bei denen in der vergangenheit frischzellen von schafen bei menschen angewendet wurden und die verschiedentlich zu infektionen geführt haben in zukunft verboten ist zum jetzigen zeitpunkt sehen wir darüber hinaus keinen weiteren verbotsbedarf wenn ich es so formulieren darf wir wissen dass die heutige regelung bezüglich der heilpraktiker nicht unumstritten ist das zeigt ja ihre frage das zeigen auch verschiedene beschlüsse der gesundheitsministerkonferenz gleichwohl gibt es eine hohe akzeptanz in verschiedenen bevölkerungsgruppen aus heutiger sicht sehen wir keinen weiteren regelungsbedarf als den den wir morgen in erster lesung vorschlagen vielen dank herr kollege dr gehrke eine nachfrage nein wunderbar dann erhält als nächste fragestellerin die kollegin claudia schmidtke cdu/csu-fraktion das wort
4,03.04.2019,ID199100400,Claudia,Schmidtke,CDU/CSU,Claudia Schmidtke,vielen dank sehr geehrter herr minister zum implantateregister: welche möglichkeiten bestehen für die patientinnen und patienten deren daten im register gespeichert werden ihre eigenen daten einzusehen oder informationen darüber zu erhalten
5,03.04.2019,ID199100500,Jens,Spahn,CDU/CSU,Jens Spahn,frau kollegin damit wir ein möglichst umfassendes bild bekommen können ist ja eine ausdrückliche einwilligung der patienten nicht vorgesehen aber natürlich soll jeder patient erfahren können was dort über ihn gespeichert wird das recht auf auskunft ist also nicht berührt wir werden im übrigen auch die daten die heute schon in freiwilligen registern die es ja in verschiedenen bereichen schon gibt vorhanden sind in das system überführen bzw migrieren wie man im softwarebereich sagt sodass sie dort auch verfügbar sind und auch diese frage hat uns heute schon erreicht; eine bürgerin hat uns ihren implantatepass zukommen lassen wollen nach dem motto tragt mich schon einmal ein wir wollen eine regelung schaffen und wege finden patienten einzuschließen die bisher nicht dort drin sind die neuregelung gilt natürlich erst einmal für alle zukünftig vorgenommenen implantationen vielen dank keine weitere nachfrage dann erhält als nächste fragestellerin die kollegin nicole westig fdp-fraktion das wort
6,03.04.2019,ID199100600,Nicole,Westig,FDP,Nicole Westig,vielen dank herr präsident herr minister sie haben mehrfach darauf hingewiesen dass das pflegepersonal-stärkungsgesetz nur ein erster schritt zur stärkung der pflege sein soll wir freie demokraten haben in der parlamentarischen beratung immer wieder betont dass durch die einseitige berücksichtigung der stationären pflege negative konsequenzen für die ambulante pflege drohen die ersten rückmeldungen von fachleuten und verbänden scheinen dies zu bestätigen ich erlebe das auch in meinem wahlkreis ländlicher raum dem rhein-sieg-kreis deshalb meine frage: was plant die bundesregierung als zweiten schritt um die ambulante pflege zu stärken
7,03.04.2019,ID199100700,Jens,Spahn,CDU/CSU,Jens Spahn,herr präsident frau kollegin wir haben tatsächlich auch im ersten schritt stärkungen der ambulanten pflege mit berücksichtigt zum beispiel den umstand dass ab dem januar auch in der häuslichen krankenpflege also bei ambulanten pflegediensten die krankenpflege machen in der altenpflege war das schon vorher der fall tarifbezahlung von den krankenkassen zu refinanzieren ist ich weiß dass sich das in der konkreten umsetzung vor ort im moment noch teilweise nicht überall aber teilweise schwierig gestaltet banal formuliert: wir wünschen uns politisch tarifbezahlung bessere bezahlung aber teilweise haben krankenkassen den pflegediensten gesagt: warum zahlt ihr euren leuten denn so viel zahlt doch weniger als tarif das haben wir mit dieser gesetzlichen regelung unterbunden den zweiten dritten und vierten schritt ich glaube ein zweiter schritt allein reicht nicht aus besprechen wir unter anderem in der konzertierten aktion pflege mit den pflegeberufsverbänden den arbeitgebern und vielen anderen beteiligten das geht über eine bessere bezahlung anwerbung aus dem ausland arbeitsbedingungen schichtzuverlässigkeit bis hin zu modellprojekten in dem bereich wir ziehen also alle register die wir ziehen können um den beruf attraktiver zu machen im juni soll der endbericht als auftaktpunkt wie ich hoffe für weitere maßnahmen vorliegen das soll aber damit nicht abgeschlossen sein vielen dank eine nachfrage von frau kollegin westig bitte
8,03.04.2019,ID199100800,Nicole,Westig,FDP,Nicole Westig,vielen dank wie bewerten sie die medienberichte wonach sich krankenkassen der refinanzierung von tariflöhnen durch rechtliche tricks entziehen
9,03.04.2019,ID199100900,Jens,Spahn,CDU/CSU,Jens Spahn,das ist aus meiner sicht ich habe gerade schon darauf hingewiesen dass auch uns solche meldungen von der umsetzung vor ort erreichen am ende widerrechtliches verhalten der gesetzgeber hat sehr klar zum ausdruck gebracht dass er sich zum januar auch in der ambulanten pflege tarifbezahlung wünscht und dass sie von den krankenkassen und ebenso von den pflegekassen refinanziert wird die kassen die das nicht umsetzen handeln entgegen dem geist und den konkreten regelungen dieses gesetzes dem wollen wir gemeinsam mit den zuständigen aufsichten die ja das diskutieren wir auch an anderer stelle nicht nur bei uns liegen natürlich entgegentreten vielen dank herr minister es gibt zu diesem thema eine nachfrage der kollegin zimmermann
