,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,16.10.2019,ID1911700100,Helge,Braun,CDU/CSU,Helge Braun,"sehr geehrte damen und herren! liebe kolleginnen und kollegen! als chef des bundeskanzleramts hat man einen sehr breiten geschäftsbereich. ich will die gelegenheit heute nutzen in der regierungsbefragung wird sehr viel über die kabinettssitzungen gesprochen, in denen wir in den letzten zwei sitzungen sehr viel zum thema klima abgearbeitet haben , sie darüber zu informieren, dass auch unser kabinettsausschuss digitalisierung in der letzten woche getagt hat. wir haben einige beschlüsse gefasst, die uns auch in diesem wichtigen zukunftsfeld für die bundesrepublik deutschland, glaube ich, sehr nach vorne bringen.das erste, was ich ihnen mitteilen möchte, ist, dass wir schon die dritte version unserer umsetzungsstrategie im digitalkabinett besprochen haben. das macht sehr deutlich, dass das anders als in vorangegangenen legislaturperioden nicht ein statischer prozess ist man macht eine strategie, man arbeitet sie ab, es verändert sich nichts , sondern dass wir ständig hinterfragen: was muss noch hinzutreten, was haben wir erledigt? insofern haben wir seit einer woche bereits die dritte version der umsetzungsstrategie.das zweite, worüber ich sie informieren möchte, ist, dass wir uns sehr intensiv auseinandergesetzt haben mit der digitalisierung der verwaltungsleistungen. das ist aus meiner sicht eines der absolut prioritären digitalisierungsprojekte überhaupt, weil daran deutlich wird, ob und dass die bundesregierung in der lage ist, den menschen zu zeigen, dass wir selber vorreiter bei digitalisierung sind. deshalb haben wir im onlinezugangsgesetz den weg beschritten, verwaltungsleistungen, die es in deutschland gibt, digital zugänglich zu machen. die ersten sind es bereits, und viele andere, auch im zusammenspiel mit ländern und kommunen, sind auf einem guten weg.ganz besonderes augenmerk sollten wir als bundesregierung, aber auch sie als deutscher bundestag darauf legen, die verwaltungsleistungen zu digitalisieren, die originäre bundesleistungen sind. deshalb haben wir auch beschlossen, ihnen noch in diesem jahr ein ganzes gesetzespaket, ein artikelgesetz, zu den familienpolitischen leistungen vorzulegen; denn viele leistungen, die wir digital erbringen wollen, kann man auch so digitalisieren, wie sie heute im gesetz stehen; das ist grundsätzlich nicht ausgeschlossen. wenn wir es aber so machen, machen wir es wahrscheinlich nicht gut, und deshalb müssen wir schriftformerfordernisse beseitigen, uns bemessungsgrundlagen anschauen und verfahrenswege nach ihrer digitalisierbarkeit durchforsten. das projekt heißt bei uns elfe, einfache leistungen für eltern . die umsetzung, auch rechtlich, ist etwas, was in wir in diesem jahr noch angehen wollen; auch darüber haben wir gesprochen.des weiteren wollen wir einen schritt gehen, der aus meiner sicht überfällig ist. ab . januar will die bundesregierung in den ministerien untereinander nur noch papierlos kommunizieren. auch die themen, die für die bevölkerung wichtig sind, waren gegenstand, zum beispiel die digitalisierungsinfrastruktur in deutschland. da muss ich sagen: das ergebnis des mobilfunkgipfels unseres verkehrsministers lässt sich wirklich sehen. dass wir jetzt eine zusage der mobilfunkbetreiber haben, prozent der haushalte bis ende zu versorgen, ist, glaube ich, ein gutes zeichen. und dass wir im bereich der festnetzgebundenen digitalen infrastruktur jetzt getrennte richtlinien für weiße und graue flecken auf den weg bringen, zeigt, dass wir da sehr gezielt ausbauen.ein projekt im zuge der übernahme der gesamtkoordinierung der digitalisierung in der bundesverwaltung, das mir großes kopfzerbrechen bereitet hat, betrifft den bereich der it-konsolidierung. da kann ich ihnen mitteilen, dass wir das projekt it-konsolidierung zum ende dieses monats grundsätzlich neu aufstellen werden. wir werden ende des monats einen it-rat haben, wo wir das ganze beschließen wollen. wir haben festgestellt, dass die governance-struktur und auch der inhalt des projekts zu komplex sind. man sollte klein und agil anfangen das ist erfolgreiche digitalisierung. deshalb steht uns eine neuordnung der it-konsolidierung bund bevor.was die personalien angeht, will ich sie mit ein bisschen stolz auf hinweisen. wir haben im letzten jahr angefangen und gefragt: wie können wir junge, agile it-entwickler eigentlich in die arbeit der bundesregierung integrieren? das haben wir mit dem projekt gemacht. letztes jahr waren es , dieses jahr sind es junge fellows, die für uns it-projekte umsetzen. sie sind in der lage, innerhalb von zwei monaten it-projekte zu realisieren, für die wir uns als bundesregierung auf klassischem wege sicherlich jahre zeit genommen hätten. deshalb ein ganz herzliches dankeschön an sie. das ist etwas, was wir weitermachen wollen, um nach dem vorbild zum beispiel des government digital service in england auch sehr, sehr agile it-strukturen in unsere arbeit zu integrieren.als grundlage für das, was wir in der digitalisierung machen, haben wir ja vor der sommerpause die it-ki-strategie verabschiedet und unmittelbar nach der sommerpause noch eine blockchain-strategie. wir setzen unsere arbeit fort. datenpolitik ist ein wichtiges thema; deshalb haben wir mit der erarbeitung einer übergreifenden datenstrategie jetzt begonnen. ich glaube, das ist insgesamt ein runder rahmen, um sagen zu können: deutschland hat jetzt bei der digitalisierung richtig tempo aufgenommen.vielen dank. danke sehr. wir beginnen mit der regierungsbefragung. das wort hat der kollege dr. rainer kraft, afd."
2,16.10.2019,ID1911700200,Rainer,Kraft,AfD,Rainer Kraft,"vielen dank, herr präsident. sehr geehrter herr minister, ein anderes thema in der zuständigkeit des chefs bk: die nachhaltigkeit. die agenda der un hat sich die bekämpfung der armut als primäres ziel gegeben. das sogenannte klimakabinett hat nun vorschläge erarbeitet, die im zuge des sogenannten klimapaketes zu erheblichen mehrbelastungen der bürger in deutschland führen, entweder als direkte steuern oder indirekt über abgaben. die deutschen bürger zählen allerdings ohnehin schon zu den ärmsten innerhalb der eu. der stern bezeichnete sie sogar einmal als zitat die armen würstchen der eu zitat ende. der sozial ausgleichende effekt der eeg-senkung aus besagtem klimapaket von , cent pro kilowattstunde ist mittlerweile durch die eeg-erhöhung aus dem wirtschaftsministerium für das jahr bereits komplett aufgefressen worden.ich frage nun: wie kann die bundesregierung ihr sogenanntes klimapaket unter berücksichtigung der ziele der agenda zur bekämpfung der armut einer deutschen bevölkerung zumuten, die bereits zu den ärmsten der eu zählt ein klimapaket, dessen auswirkungen zu erheblichen mehrbelastungen bei eben dieser bereits unterdurchschnittlich vermögenden bevölkerung führen werden?"
3,16.10.2019,ID1911700300,Helge,Braun,CDU/CSU,Helge Braun,"lieber herr kollege, das klimapaket ist ein sehr, sehr ausgewogenes, im hinblick auch auf seine soziale lastenverteilung. vor allen dingen ist es eines, das sehr vorsichtig beginnt mit den belastungen.einer der hauptkritikpunkte der letzten wochen war ja der niedrige einstiegspreis bei cozeitlicher vorlauf, niedriger einstiegspreis, entlastung bei der pendlerpauschale und unterstützungsmaßnahmen sind sozusagen der reigen unseres klimaschutzprogramms. ich sage: das ist außerordentlich sozial ausgewogen. es reizt an, umzusteigen. es soll nicht mehr belasten, sondern es soll die möglichkeit geben, dass sich jeder bürger klimafreundlicher verhalten kann. nachfrage, herr kollege kraft?"
4,16.10.2019,ID1911700400,Rainer,Kraft,AfD,Rainer Kraft,"ja. vielen dank, herr minister. darf ich ihre äußerung die belastungen sind jetzt noch gering dahin gehend interpretieren, dass sie den bürgern in deutschland für die zukunft weitergehende und stärkere belastungen aufbürden könnten? denn am ende vom tage haben sie ein milliardenschweres klimapaket, und das geld kommt bei allem, was die regierung tut, immer vom bürger; denn der bürger zahlt all das geld, das sie hier so schön ausgeben."
5,16.10.2019,ID1911700500,Helge,Braun,CDU/CSU,Helge Braun,"also, das geld kommt immer vom bürger. mit den jahresscheiben und dem weniger werdenden budget an cobei allem, was im programm steht und möglicherweise auch geeignet sein könnte, dass der strompreis steigt, auch bei der eeg-umlage, steht in den eckpunkten ein ganz wichtiger satz, nämlich: alles, was zu einer steigerung des strompreises führen kann, wird so ausgestaltet, dass die strompreissenkung an anderer stelle davon nicht überkompensiert wird. deshalb die aussage: wenn wir eines tages noch höhere einnahmen haben, weil die coenergiebesteuerung wirkt regressiv. das heißt, wenn jemand ein niedriges einkommen hat, dann wird er überproportional von der strompreissenkung profitieren. vielen dank. auch nachfrage und antwort sollen jeweils sekunden möglichst nicht überschreiten.die nächste frage stellt der kollege gustav herzog, spd."
6,16.10.2019,ID1911700600,Gustav,Herzog,SPD,Gustav Herzog,"herr bundesminister, sie haben über digitalisierung gesprochen. einer der wichtigen bereiche zur digitalisierung, der vor uns liegt, ist der verkehr. wir wollen, dass fahrzeuge miteinander und auch mit der infrastruktur kommunizieren. damit das keine kakofonie auf europäischen straßen gibt, hat die kommission im sommer dieses jahres den vorschlag von der car-to-car-kommunikation gemacht ein standard, der bewährt ist, der auf wlan aufbaut: its- .das handelsblatt berichtete am . juli unter der überschrift kampf um die daten im auto , dass es innerhalb der bundesregierung unterschiedliche auffassungen gibt und die bundesregierung dem vorschlag der kommission letztendlich nicht zugestimmt hat und wir dadurch erst mal keinen standard haben. ich frage sie: was ist die begründung der bundesregierung gewesen? wenn scheuer und altmaier sich streiten, dann entscheidet das kanzleramt. was hat sie dazu bewogen, hier nein zu sagen?"
7,16.10.2019,ID1911700700,Helge,Braun,CDU/CSU,Helge Braun,"also, den vorgang haben sie im grunde richtig beschrieben. die kommission hat gesagt: der wlan-standard ist heute fix und fertig ausgebaut, und er ist auch weitgehend standardisiert. deshalb hat sie vorgeschlagen, dass wir diesen als grundlage für die car-to-car-kommunikation nehmen. wir sehen, dass in großen märkten wie in china das alles auf -technologie, also mobilfunktechnologie, und nicht auf wlan basiert. wir haben in allen unseren vorhaben, deutschland zum leitmarkt für zu machen, auch immer das ziel verfolgt: autonomes fahren wollen wir über -technologie realisieren. deshalb war die frage, die wir zu beantworten hatten: stimmt es, dass, wenn wir uns auf wlan im sinne der kommission festlegen, das in zukunft problemlos in überführt werden kann, oder führt es zu einer dauerhaften doppelstruktur? und bis die einspruchsfrist der kommission verstrichen war, konnte diese frage nicht abschließend geklärt werden. es bestand die gefahr, dass wir durch diese entscheidung entweder langfristig auf beim autonomen fahren verzichten müssen oder langfristig eine doppelstruktur aufbauen. das hielten wir für nicht verantwortbar. deshalb hat sich die bundesregierung insgesamt entschieden, an diesem punkt der kommission nicht zu folgen. herr kollege, nachfrage?"
8,16.10.2019,ID1911700800,Gustav,Herzog,SPD,Gustav Herzog,"herr bundesminister, halten sie das argument einer doppelstruktur für überzeugend? dieses kleine gerät, das ich ihnen zeige, haben wahrscheinlich alle von uns. und dieses gerät, ohne dass ich irgendwie einfluss darauf nehmen muss, wählt automatisch mobilfunk, wlan, dect, bluetooth und vielleicht noch ein paar standards aus. der wechsel zu unterschiedlichen systemen ist heute eigentlich stand der technik. es wäre vielleicht auch sinnvoll, dass autos, die unterwegs sind, nicht nur vom mobilfunk abhängig sind. stellen sie sich eine kritische situation vor, und ihr auto hört die antwort: kein anschluss unter dieser nummer oder dieser anschluss ist vorübergehend nicht erreichbar . wäre es nicht besser, auch aus gründen der verkehrssicherheit, hier redundante systeme zu haben?"
9,16.10.2019,ID1911700900,Helge,Braun,CDU/CSU,Helge Braun,"redundante systeme, sicher. aber es geht nicht nur um die infrastruktur im auto, sondern es geht auch um die intelligente infrastruktur auf der straße, also die ausleuchtung. wlan-technologie zusätzlich zur mobilfunktechnologie auszubauen, halten wir für nicht zielführend. wir wollen flächendeckend in deutschland. das ist unser ausbauziel für die infrastruktur, und darauf wollen wir auch das autonome fahren ausrichten. danke sehr. oliver luksic, fdp, stellt die nächste frage."
