,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,27.01.2021,ID1920500100,Philipp,Amthor,CDU/CSU,Philipp Amthor,herr präsident liebe kolleginnen und kollegen es fällt nach einer solch eindrücklichen gedenkstunde wie wir sie jetzt erlebt haben natürlich nicht ganz leicht in den normalen parlamentsalltag überzugehen aber das ist notwendig; denn wir machen heute den weg frei für einen weiteren schritt zur pandemiefestigkeit unseres wahlrechts indem wir nämlich die verordnung des bundesinnenministeriums auf den weg bringen die es den parteien in dieser sondersituation ermöglichen wird bundestagskandidaten notfalls auch ohne präsenzveranstaltungen aufzustellen ja liebe kolleginnen und kollegen ich verhehle es ausdrücklich nicht: als wir im oktober des vergangenen jahres mit der änderung des bundeswahlgesetzes die rechtsgrundlage für diesen mechanismus für diese flexibilisierung der wahlbewerberaufstellung geschaffen haben da haben wir eigentlich alle gehofft dass wir diese regelung niemals in anspruch nehmen müssen und dass die lage des pandemischen geschehens besser wird aber wir müssen reagieren und das aktuelle pandemiegeschehen zeigt uns dass es im oktober eine vorausschauende entscheidung war die rechtsgrundlage dafür zu schaffen dass jetzt per verordnung und mit zustimmung des parlaments eine flexibilisierung für die aufstellung von bundestagskandidaten geschafft werden kann viele kolleginnen und kollegen auch einige die jetzt der debatte beiwohnen auch ich selbst sind in den wahlkreisen schon nominiert viele aber warten noch auf ihre nominierung wenn ich in meinen nachbarwahlkreis an der ostseeküste vorpommern-rügen schaue stelle ich fest dass es dort so aussieht: da gibt es das schicksal des bundestagskandidaten der im november letzten jahres schon fest an die nominierung glaubte und der jetzt von monat zu monat die veranstaltungen verschiebt hier gibt es hohe organisatorische hürden und deswegen müssen wir reagieren ich weiß es gibt manche kritik an der art und weise wie diese verordnung konzipiert ist ich möchte aber eines deutlich sagen: wir haben uns die regelung über das wahlrecht an keiner stelle von der exekutive aus der hand nehmen lassen sondern wir waren als parlament zu jedem zeitpunkt herr des verfahrens und auch die tatsache dass wir in dieser woche in allen drei lesungen unsere zustimmung erteilen und den maßgabebeschluss zu dieser verordnung fassen ist kein unzulässiges schnellverfahren sondern eine legitime nutzung parlamentsrechtlicher gestaltungsmöglichkeiten vor allem eines ist mir wichtig: wir greifen mit dieser regelung nicht in die gestaltungsfreiheit der parteien ein sondern wir schaffen flexibilität und zusätzliche möglichkeiten die präsenzveranstaltung als regelfall wird nicht abgelöst; sie wird nur um alternativen ergänzt ich glaube die parteien die in der jetzigen situation nominieren wollen und den gesundheitsschutz ihrer mitglieder als verfassungsgut im blick haben sind froh darüber dass diese regelung geschaffen wurde es gibt keinen rabatt auf die wahlrechtsgrundsätze wir bleiben hier in einem vernünftigen system und deswegen eignet sich diese debatte nicht für großen widerspruch sondern dafür dass wir alle verantwortungsvoll mit dieser situation umgehen ich werbe um zustimmung herzlichen dank vielen dank kollege amthor dann erteile ich das wort dem abgeordneten stephan brandner afd-fraktion
2,27.01.2021,ID1920500200,Stephan,Brandner,AfD,Stephan Brandner,herr präsident meine damen und herren worum geht es heute es geht nach dem willen der altfraktionen jedenfalls dem der regierungsfraktionen; wie die linke die fdp und die grünen sich verhalten da bin ich gespannt darum wieder mal ein stückchen demokratie abzuschaffen diesmal haben sie es auf die innerparteiliche demokratie abgesehen und sich diese als opfer ausgesucht dabei gehen sie ganz klassisch vor: erst mal angst machen nach dem motto: wählen gefährdet die gesundheit dann ihr hilfsangebot: wir haben eine bittere medizin; es gibt aber nur risiken und nebenwirkungen und die stammen von den altparteien und von frau merkel und was ist nun diese bittere medizin das ist die heute zu debattierende rechtsverordnung die morgen auch noch mal debattiert wird mit der sie in noch nie dagewesener art und weise in die innere verfasstheit der politischen parteien hineinregieren und fundamentale wahl- und demokratiegrundsätze in einem ersten schritt zur disposition stellen und in einem zweiten schritt wohl abschaffen werden und was sind die risiken und nebenwirkungen die sie bewusst in kauf nehmen ja wohl beabsichtigen sie geben den behörden also der exekutive mit dieser verordnung die sie verabschieden wollen alle möglichkeiten von nun an ordentliche demokratische transparente und vom präsenzprinzip geprägte aufstellungsversammlungen zu verbieten solche versammlungen die hier offensichtlich problemlos möglich sind sollen und werden für parteien unmöglich gemacht werden; das sage ich ihnen voraus das ist absehbar und weil aus ihrer sicht wahlen gesundheitsschädlich sind doktern sie auch seit einiger zeit an dunklen ideen und plänen zur briefwahl herum um damit weitere wahlgrundsätze wie die geheimheit der wahl und die öffentlichkeit der wahl abzuschaffen und wahlergebnisse in ihrem sinne beeinflussen zu können ihnen von den altparteien das wahlrecht in der hoffnung auf mehr und bessere demokratie anzuvertrauen ist in etwa so wie auf einen quacksalber und dessen gebräue und gemische zu setzen da kommt jetzt applaus von meiner fraktion vielen dank sie von den altparteien sind die quacksalber der demokratie und ihnen kommt das was sie heute und morgen mit dieser verordnung tun sehr entgegen; denn sie halten von innerparteilicher demokratie und demokratie im allgemeinen sowieso nichts sie labern darüber sie leben sie aber nicht für uns von der afd und das gilt auch für meine schweigenden kollegen auf der rechten seite gehört die demokratie jedoch zu unserem markenkern sie ist für uns unverzichtbar und das ist genau der grund weshalb wir diese bittere nutzlose medizin die sie uns hier verabreichen wollen ablehnen ohne wenn und aber sagen wir nein zu dieser rechtsverordnung vielen dank und jetzt sind sie dann doch aufgewacht der nächste redner ist für die spd-fraktion der abgeordnete mahmut özdemir
3,27.01.2021,ID1920500300,Mahmut,Özdemir,SPD,Mahmut Özdemir,sehr geehrter herr präsident liebe kolleginnen und kollegen in richtung meines vorredners sage ich nur: wer viel redet glaubt am ende auch das was er sagt das sollte an dieser stelle warnung genug sein das was wir heute mit diesem verfahren tun zeigt: der deutsche bundestag ist der souverän für die parteiendemokratie und die wahlgrundsätze er ist der ort der entscheidung wir sind diejenigen die darüber richten und feststellen ob eine lage höherer gewalt vorliegt und teilweise die unmöglichkeit von versammlungen vorliegt wir sind auch diejenigen die die rechtsverordnung genehmigen oder nicht wir haben uns gerade im innenausschuss die rechtsverordnung im detail angeschaut und haben darüber diskutiert es ist auch viel im verfahren daran gearbeitet worden ich bedanke mich insbesondere bei den oppositionsfraktionen die sich konstruktiv beteiligt haben bei der linken bei den grünen bei der fdp-fraktion dass diese verordnung eine gemeinsame geschäftsgrundlage für unsere bundestagswahl sein kann; denn darum geht es es geht um die wahlvorbereitungen für den september jede partei soll ohne angst ohne restriktionen ohne fehlerquellen die möglichkeit haben ihre kandidierenden ihre landeslisten aufzustellen um am ende des tages das komplette verfahren von der delegiertenwahl über die vertreterwahlen aber auch das vollversammlungssystem handhabbar zu machen seit november sprechen uns die parteien immer wieder an und fragen: wie können wir das verfahren rechtssicher machen unsere mitglieder haben bedenken zu veranstaltungen zu kommen unsere mitglieder haben bedenken in geschlossenen räumen zu hunderten delegierten zu sitzen und auch entscheidungen durchzuführen das ist eine situation die uns hier nicht kaltlassen kann es kann uns einfach nicht kaltlassen dass es parteien und gliederungen gibt die sagen: wir können keine versammlungen durchführen weil unsere mitglieder sich weigern oder das nicht wünschen aus angst um ihre gesundheit aber auch aus angst um ihre vorbildfunktion ich sage dazu ganz deutlich: wir parteien und wir mandatsträger aber auch die kandidierenden die am september in dieses hohe haus einziehen möchten und sich bewerben möchten müssen ihre vorbildfunktion ausüben deshalb halte ich es für einen sehr verantwortungsvollen weg ich halte es für einen weg den wir uns nicht leichtfertig ausgedacht haben seit der sommerpause des letzten jahres diskutieren wir über dieses regelungsgefüge das heißt hier ist nichts im geheimen nichts im verborgenen passiert es ist alles transparent es ist alles mehrmals offen diskutiert worden der deutsche bundestag ist die letzte instanz die über diese rechtsverordnung befindet das tun wir morgen abend im rahmen unserer plenardebatte dann können wir die verordnung gerne noch einmal im einzelnen durchgehen und im lichte der öffentlichkeit debattieren sodass alle kandidierenden und alle parteien in diesem land die gemeinsame geschäftsgrundlage kennen die regel ist und bleibt das bundeswahlgesetz wir gewähren jetzt den parteien erleichterungen um die situation handhabbar zu machen und um für ihre mitglieder sicherheit für sich selbst und für ihre gesundheit zu gewährleisten gerade deshalb ist es ein sehr gutes vorgehen ich bitte für meine spd-fraktion um zustimmung vielen dank jetzt hat das wort für die fdp-fraktion der abgeordnete konstantin kuhle
4,27.01.2021,ID1920500400,Konstantin,Kuhle,FDP,Konstantin Kuhle,herr präsident meine damen und herren am september findet die nächste bundestagswahl statt wir leben in aufgeregten zeiten deswegen ist es wichtig dass die bürgerinnen und bürger sich hundertprozentig darauf verlassen können dass diese wahl am september stattfindet und dass die wahl selber und ihre vorbereitungshandlungen einschließlich des wahlkampfes nach allen regeln der kunst stattfinden wir sollten uns in dieser woche miteinander darüber unterhalten wie man sicherstellen kann dass auch in einem jahr der pandemie der demokratische diskurs im vorfeld einer bundestagswahl stattfinden kann und dass übrigens auch im wahlkampf über diese coronapandemie gesprochen wird meine damen und herren wir haben jetzt eine verordnung aus dem bundesinnenministerium vorliegen mit der wir als freie demokraten in teilen nicht einverstanden sind ich sage ihnen das ganz offen: ich glaube dass eine präsenzveranstaltung immer den vorrang haben muss man kann sich dort ein bild machen von den verschiedenen kandidatinnen und kandidaten man kann sich bei einer präsenzveranstaltung darauf verlassen dass auch im letzten moment jemand noch an einer abstimmung teilnehmen kann all das ist hier mit bestimmten rechtsunsicherheiten verbunden wir glauben aber dass die große koalition und die bundesregierung insgesamt einige punkte in der rechtsverordnung aufgegriffen haben und bedanken uns dafür insgesamt ist sie aber noch mit rechtsunsicherheiten behaftet ich kann schon einmal ankündigen dass wir morgen über diese rechtsverordnung noch einmal im detail sprechen werden und lade sie alle herzlich ein morgen abend dabei zu sein heute geht es aber gar nicht um die verordnung als solche heute geht es darum ob der bundestag in dieser woche über diese verordnung spricht und darüber sprechen will eigentlich nur die afd das will sie weil sie ein elementares interesse daran hat zweifel am demokratischen wahlprozess zu säen weil sie davon lebt weil sie sich davon ernährt dass menschen in deutschland in zweifel ziehen dass im bundestag alles mit rechten dingen zugeht und herr brandner stellt sich hierhin und ballert einfach drei minuten unsinn heraus irgendetwas wird schon kleben bleiben und am ende dazu führen dass sich bestimmte bürgerinnen und bürger seine youtube-videos gegenseitig zuschicken und sagen: ach guck mal der brandner der hat da doch einen punkt genannt da ist doch irgendwas nicht in ordnung was da im bundestag eigentlich gemacht wird dieser move den sie hier gerade aufgeführt haben der hat offensichtlich sogar in ihrer eigenen fraktion dazu geführt dass sich noch ein mindestmaß an anstand hätte man gar nicht gedacht breitmacht und dass die leute vor scham im boden versinken; denn man muss sich doch wirklich einmal fragen: wie wird man eigentlich so man tritt wegen der euro-krise oder wegen der migration in eine partei ein will ein paar konstruktive vorschläge machen und plötzlich sitzt man in einer partei mit impfgegnern reichsbürgern und neonazis auf kommunalwahllisten die hier irgendeinen unsinn verbreiten ich frage mich wirklich manchmal: was fühlen sie eigentlich was empfinden sie eigentlich wenn sie selber in den spiegel gucken und wenn sie sich den brandner hier am rednerpult vergegenwärtigen bitte machen sie das einmal mit sich selber aus aber lassen sie es sein ihren frust und die verbitterung über ihr leben in den letzten dreieinhalb jahren auszuleben indem sie sich an der demokratie vergehen und hier solche shows abziehen lassen sie es sein und lassen sie uns in dieser woche darüber sprechen wie wir in bundestagswahlzeiten eine rechtssichere durchführung der bundestagswahl gewährleisten können der nächste redner ist für die fraktion die linke der abgeordnete friedrich straetmanns
5,27.01.2021,ID1920500500,Friedrich,Straetmanns,DIE LINKE,Friedrich Straetmanns,sehr geehrter herr präsident sehr geehrte kolleginnen und kollegen als wir im vergangenen september das erste mal im plenum über die kandidatenaufstellung in pandemiezeiten gesprochen haben haben wir als linke klargemacht dass wir die regelung per rechtsverordnung für eine ziemliche schnapsidee halten parteiinterne vorgänge haben nichts in den händen des bundesinnenministers verloren dazu stehen wir auch heute noch auch das damals von ihnen vorgebrachte argument des zeitmangels hat sich absolut nicht bestätigt wir hätten in der zeit in der wir uns nun mit der rechtsverordnung auseinandersetzen konnten locker den normalen gesetzgebungsverlauf durchlaufen können dass sie das nicht gemacht haben halten wir für einen großen fehler sie haben aber auch handwerklich ich muss sagen: wieder einmal schlecht gearbeitet es finden sich zahlreiche unklarheiten in den formulierungen bei denen ich mir sicher bin dass sie zu einigem ärger an der parteibasis die sie umsetzen muss führen werden sie wissen so gut wie ich: ein gescheiterter bewerber wird nach jedem strohhalm greifen der sich bietet nicht zu stark in die parteiinterna eingreifen zu wollen halte ich zwar für einen guten vorsatz nur darf es niemals zulasten der rechtssicherheit gehen; denn genau das ist es doch was wir hier schaffen wollen und was sich unsere mitglieder an der basis wünschen hier ist es in der rechtsverordnung nicht gelungen zum anderen halte ich ihr vorgehen aber auch für taktisch äußerst unklug seit jahrzehnten hören wir von steigender parteien- und politikverdrossenheit seit nunmehr über drei jahren erleben wir auch im bundestag wie die afd jede chance ergreift eben herr brandner um politische institutionen und den parlamentarismus zu beeinträchtigen ganz besonders in der zeit seit beginn der coronakrise mahnen nicht nur wir als linke an dass der glaube an verschwörungsmythen und der mangel an diskussionsbereitschaft zusammenhängen in diesem kontext ist es für uns vollkommen unbegreiflich wie man so unglücklich agieren kann und völlig ohne not den klassischen weg der gesetzgebung hier verlässt es muss doch bei der regierung angekommen sein wie sich antiparlamentarische kräfte bei diesen vorlagen bedienen und sie nutzen genau deswegen würde ich mir von ihnen in zukunft nicht nur bessere gesetze und verordnungen wünschen sondern auch mehr fingerspitzengefühl es sollte ihnen eben nicht nur darum gehen wie sie dinge möglichst schnell und möglichst in ihrem sinne durchbringen sondern sie sollten bei ihren vorhaben mal mehr in den mittelpunkt rücken dass sie nicht zu viel verbrannte erde demokratischer kultur hinterlassen ganz nach dem vorbild ihres idols donald trump hat die afd schon erste testballons steigen lassen indem sie die rechtmäßigkeit von wahlen anzweifelt es ist unser aller aufgabe das auf dem schirm zu haben und dem mit aller bestimmtheit etwas entgegenzusetzen wir sind als opposition gefragt mit unserer kritik stets präzise nicht pauschal zu sein und dann sind sie aber als regierung besonders gefragt indem sie ihre macht nicht dazu nutzen notwendige debatten auszulassen vielen dank dann kommen wir zu der letzten rednerin das ist die kollegin britta haßelmann bündnis /die grünen
6,27.01.2021,ID1920500600,Britta,Haßelmann,BÜNDNIS 90/DIE GRÜNEN,Britta Haßelmann,vielen dank herr präsident liebe kolleginnen und kollegen wir diskutieren morgen für alle diejenigen die interessiert sind in der sache noch mal über genau dieses thema der bundestag duckt sich hier nicht weg der bundestag berät intensiv regierung und opposition fdp linke und grüne sind an der einen oder anderen inhaltlichen stelle vielleicht unterschiedlicher auffassung über den tatbestand der regelungen die heute bzw morgen verabschiedet werden aber sitzen sie bitte nicht diesen argumenten auf die immer wieder von der afd kommen meine damen und herren sie sind wirklich nur dazu da zweifel am vertrauen in demokratische institutionen und auch in das parlament und die beratungen der abgeordneten zu säen sitzen sie dem nicht auf meine damen und herren denn auch wenn ich in der sache mit der fraktion bündnis /die grünen an vielen stellen zu einer anderen auffassung gekommen bin und auch versucht habe sie zu überzeugen dass wir gute argumente hatten das bundeswahlgesetz anders zu formulieren und für mehr bestimmtheit und rechtsklarheit zu sorgen auch wenn ich an der rechtsverordnung inhaltlich wirklich noch kritik habe und wir deshalb morgen wenn wir nach der debatte abschließend entscheiden nicht zustimmen werden kann man doch dem brandner das hier so nicht durchgehen lassen meine damen und herren wie kommen sie eigentlich auf die idee es sei nicht beraten worden meine damen und herren das stimmt einfach nicht es ist gelogen meine damen und herren schlichtweg gelogen; denn wir haben die änderung des bundeswahlgesetzes diskutiert hier parlamentarisch mit mehrheit verabschiedet gegen die stimmen der grünen aber ich sage es trotzdem: wir haben einen demokratischen beschluss gefasst das nennt man demokratie wenn hier mehrheiten zustande kommen und da sollten sie nicht in der öffentlichkeit zweifel säen es ist fahrlässig wirklich fahrlässig so zu tun als wäre hier irgendwas gemauschelt oder getrickst worden mit mehrheit die mir und bündnis /die grünen nicht gepasst hat ist hier ein beschluss zustande gekommen ich finde auch dass wir alle uns als kritische opposition mit verbesserungsvorschlägen mit inhaltlichen auffassungen einbringen sollen wo sind die denn von ihnen sie von der afd sind doch blank bei jedem dieser punkte sind sie doch absolut blank sie können doch nichts konstruktives beisteuern meine damen und herren ich finde es gut wenn wir morgen die debatte in aller ernsthaftigkeit in der sache führen wir hätten uns hier mehr rechtssicherheit und mehr klarheit für die parteien gewünscht wir wissen aber dass alle demokratischen parteien und kräfte darauf drängen dass es jetzt endlich eine regelung gibt deshalb sind wir auch sehr bereit mit ihnen morgen darüber zu diskutieren meine damen und herren ich glaube es ist einfach nicht brandners woche das erkennt man wenn man sich anguckt was in den sozialen medien los ist wo sie ja zu hause sind schalke ist nicht mein verein ich bin für arminia bielefeld ; aber der verein hatte gestern recht als er getwittert hat: schalke wird nie auf ihr niveau absteigen ich hoffe wir alle auch nicht ich bin mir ganz sicher das war die aussprache zu tagesordnungspunkt
7,27.01.2021,ID1920500700,Franziska,Giffey,SPD,Franziska Giffey,vielen dank sehr geehrter herr präsident meine damen und herren ich freue mich dass ich heute die gelegenheit habe mal wieder mit ihnen in den austausch zu kommen und ihnen auch einen kleinen einstieg in die aktuelle politik für die familien die senioren die frauen und die jugend im land zu bieten natürlich ist auch in unserem ressort alles was wir tun alles was wir aktuell an notwendigkeiten sehen verbunden mit der pandemie und mit den auswirkungen die sie auf familien und die menschen von jung bis alt in unserem land hat wir haben im letzten jahr allein in unserem bereich etwa ein dutzend maßnahmen ergriffen die den familien den kindern den jugendlichen den älteren menschen in der pandemie helfen sollen die konkrete verbesserungen für ihr leben in dieser schwierigen zeit ermöglichen ich will nur kurz den kinderbonus den kinderzuschlag den wir um einen notfall-kinderzuschlag ergänzt haben die regelungen für das elterngeld in pandemiezeiten und die jüngst erfolgte ausweitung der kinderkrankentage nennen wenn ich heute da wir schon bald am ende der legislatur sind auf die letzten drei jahre zurückblicke bin ich sehr zufrieden mit dem was wir in der familienpolitik für deutschland erreicht haben wir sind damals mit drei grundsätzen gestartet die wir uns für unsere politik vorgenommen haben ich will kurz etwas zu diesen drei grundlegenden thesen und letztendlich zur ausrichtung unserer politik sagen der erste grundsatz ist: wir arbeiten dafür dass es jedes kind packt und das haben wir gemacht: mit dem gute-kita-gesetz mit dem starke-familien-gesetz mit unserem bemühen den rechtsanspruch auf ganztagsbetreuung für grundschulkinder durchzusetzen woran wir aktuell noch intensiv arbeiten mit dem neuen jugendmedienschutzgesetz oder im zusammenhang mit den kinderrechten wo auch wir daran mitgearbeitet haben dass sie hoffentlich ins grundgesetz kommen ich freue mich auch darüber dass wir in dieser woche im bundestag das kinder- und jugendstärkungsgesetz die sgb‑viii-reform einbringen können der zweite grundsatz: wir kümmern uns um die kümmerer und zwar um die die sich professionell um andere kümmern aber auch um die die das ehrenamtlich tun: indem wir die pflegekräfte stärken indem wir mit unserer konzertierten aktion pflege gemeinsam mit dem bundesarbeitsministerium und dem gesundheitsministerium daran arbeiten die situation gerade in der ausbildung zu verbessern wir haben insgesamt das thema aufwertung der sozialen berufe vorangebracht und die deutsche stiftung für engagement und ehrenamt gegründet und ich bin stolz darauf dass wir unser demokratieförderprogramm demokratie leben deutlich aufstocken und ausbauen konnten der dritte grundsatz: frauen können alles das überschreibt ein bisschen unsere gleichstellungspolitik sie wissen dass mir das ein wichtiges anliegen ist wir haben die erste gleichstellungsstrategie in der geschichte der bundesrepublik deutschland ressortübergreifend auf den weg bringen können wir haben mit dem zweiten führungspositionen-gesetz im kabinett beschlossen dass wir eine gleichberechtigte teilhabe von frauen und männern in führungspositionen wollen und wir haben dafür gesorgt dass wir zum allerersten mal ein wirklich großes investitionsprogramm gemeinsam gegen gewalt an frauen mit millionen euro im jahr auf den weg bringen das eine herausragende wirkung haben wird dies läuft jetzt alles an wir treffen mit allen bundesländern vereinbarungen und ich freue mich dass es so einen großen zuspruch hat um die frauenhausinfrastruktur in deutschland zu stärken ich bin darüber hinaus natürlich immer von dem gedanken getrieben dass wir einen gesamtblick auf die familien als querschnittsaufgabe in deutschland haben deshalb haben wir eine grundüberzeugung nach der wir arbeiten: wir arbeiten für starke familien in einem starken land das tun wir mit den verschiedensten gesetzgebungsvorhaben; ich kann ihnen heute in der kurzen impulsrede natürlich gar nicht alles darlegen ich denke wir kommen gemeinsam darüber ins gespräch und hoffe alle fragen die ihnen am herzen liegen zu beantworten vielleicht noch eines das mir wichtig ist: die digitalisierung der familienleistungen; auch daran arbeiten wir aber jetzt ist ihre stunde ich stehe gerne für ihre fragen zur verfügung und wünsche uns eine gute regierungsbefragung und eine gute diskussion herzlichen dank vielen dank frau ministerin wir beginnen jetzt mit der regierungsbefragung und zwar erstens zu den ausführungen der ministerin zweitens zu ihrem geschäftsbereich drittens zu vorangegangenen kabinettssitzungen und schließlich zu allgemeinen fragen es beginnt der abgeordnete thomas ehrhorn afd-fraktion
8,27.01.2021,ID1920500800,Thomas,Ehrhorn,AfD,Thomas Ehrhorn,vielen dank frau ministerin etwa vor einem jahr gab es berichte nicht nur von den eltern betroffener kinder sondern auch von verschiedenen medien unter anderem vom magazin kontraste über missbrauchsfälle in deutschen kindertagesstätten im zusammenhang mit dem sogenannten pädagogischen konzept original play dort wird es wildfremden erwachsenen männern gestattet mit den kindern in intensiven körperkontakt einzutreten mit ihnen zu kuscheln sie zu streicheln zu drücken und zu rangeln es liegt natürlich auf der hand dass ein solches konzept pädophile übergriffe begünstigt und dazu ist es ja ganz offensichtlich auch gekommen deswegen meine frage an sie: wie stehen sie wie steht die bundesregierung zu einem bundesweiten verbot dieses pädagogischen konzeptes und ähnlicher pädagogischer konzepte frau ministerin
9,27.01.2021,ID1920500900,Franziska,Giffey,SPD,Franziska Giffey,wir haben uns als bundesregierung und auch als bundesfamilienministerium ganz klar von solchen methoden distanziert weder unterstützen wir das noch fördern wir das noch befürworten wir das das sind methoden die aus unserer sicht nicht zu vertreten sind aus diesem grund ist auch ganz klar dass das in allen förderbereichen des bundes auch in der diskussion mit den ländern gibt es da eine sehr einhellige meinung nicht unterstützt wird nicht geduldet wird insofern ist es in der praktischen lebensrealität so dass diese dinge unterbunden werden es gab nach den öffentlichen diskussionen auch ein ganz klares bekenntnis aller landesregierungen in diese richtung insofern denke ich dass wir jetzt schon eine situation haben in der diese dinge in den kitas nicht mehr stattfinden nachfrage herr kollege
