,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,10.04.2019,ID199400100,Angela,Merkel,CDU/CSU,Angela Merkel,"sehr geehrter herr präsident! liebe kolleginnen und kollegen! das kabinett hat sich heute unter anderem natürlich mit dem heute noch stattfindenden europäischen rat und der frage des austritts großbritanniens aus der europäischen union befasst. wenn das gilt, was im augenblick dieser befragung gilt, dann bleiben uns nur noch knapp stunden zeit, um gemeinsam einen ungeordneten austritt großbritanniens aus der europäischen union zu verhindern. ich sage für die deutsche bundesregierung, dass das szenario eines ungeordneten austritts nicht in unserem interesse ist. deshalb sind wir auch sehr froh, dass die britische premierministerin, die gestern ja auch noch einmal in berlin war, uns noch einmal ihre feste absicht versichert hat, gemeinsam mit der opposition im unterhaus einen ausweg aus der schwierigen situation zu finden. sie hat deshalb um eine verschiebung des austrittsdatums bis zum . juni gebeten. wir wissen, dass solche gespräche fraktionsübergreifend ausdauer und kompromissbereitschaft erfordern. deshalb sind ich und die bundesregierung der meinung, dass wir den beiden parteien ein vernünftiges maß an zeit geben sollten; denn ein geordneter austritt ist nur gemeinsam mit dem vereinigten königreich möglich. wir werden also heute abend darüber diskutieren, dass wir großbritannien mehr zeit einräumen. wir knüpfen natürlich auch erwartungen daran. das bedeutet vor allen dingen, dass die europäischen institutionen weiterhin reibungslos funktionieren können. dazu gehört die ordnungsgemäße durchführung der europawahl im mai in großbritannien ebenso wie natürlich die bereitschaft, bei entscheidungen konstruktiv mitzuwirken. wir haben dem schreiben der britischen premierministerin entnehmen können, dass großbritannien nunmehr bereit ist, die vorbereitungen für die durchführung der europawahl vorzunehmen. falls eine abstimmung über das austrittsabkommen bis zum . mai nicht möglich ist, wird also am donnerstag, dem . mai, die europawahl in großbritannien durchgeführt. wir werden darüber beratschlagen, welche art von verlängerung wir großbritannien einräumen wollen. es kann gut sein, dass es eine längere verlängerung als die von der britischen premierministerin erbetene ist; aber wir werden diese verlängerung so ausgestalten, dass großbritannien, wenn es das austrittsabkommen verabschiedet hat, sehr schnell danach den austritt geordnet vollziehen kann. für diesen fall haben wir vorsorge getroffen und eine übergangsphase von zwei jahren vereinbart. die bundesregierung ist, um es zusammenzufassen, weiterhin sehr an einem geordneten austritt großbritanniens aus der europäischen union interessiert. danke sehr. die erste frage stellt tobias peterka, afd."
2,10.04.2019,ID199400200,Tobias Matthias,Peterka,AfD,Tobias Matthias Peterka,"frau bundeskanzlerin, sie haben ja im hinblick auf das internet wiederholt von neuland bzw. unbekanntem terrain gesprochen. mit der urheberrechtsrichtlinie dort artikel , ehemals artikel wird nun bei modernen content-plattformen die meinungsvielfalt von jungen leuten von brüssel beschnitten: aus neu mach alt durch uploadfilter. werden sie, frau bundeskanzlerin, gemäß dem koalitionsvertrag dafür sorgen, dass deutschland die richtlinie zumindest mit einer enthaltung im europäischen rat noch stoppt? sie als kanzlerin können das schaffen. hat das mit der grenzöffnung ja auch funktioniert. ist die frage beendet? ja."
3,10.04.2019,ID199400300,Angela,Merkel,CDU/CSU,Angela Merkel,"wir haben viele jahre daran gearbeitet, einen kompromiss zu einem verbesserten urheberrechtsschutz auf der europäischen ebene zu finden, und in diesem zusammenhang ist auch artikel dieser neuen richtlinie zu verstehen. das wort uploadfilter , das sie genannt haben und das die gemüter in der öffentlichen diskussion erhitzt, kommt in diesem artikel gar nicht vor. vielmehr geht es dort darum, dass plattformen eine verantwortung für das management der inhalte haben, die über diese plattform weitertransportiert werden. in diesem zusammenhang glauben wir, dass man überhaupt noch nicht genau weiß, wie dann die umsetzung in nationales recht erfolgt. wir sehen keine gefahr, dass dort inhalte in irgendeiner weise automatisch unterdrückt werden. vielmehr sehen wir den großen missstand, dass heute inhalte von kreativen sozusagen ohne bepreisung weiterverwendet werden. das ist nicht im sinne der kreativwirtschaft. das ist nicht im sinne des schutzes des geistigen eigentums. ich halte diesen kompromiss für vertretbar und die bundesregierung auch. möchten sie eine nachfrage stellen?"
4,10.04.2019,ID199400400,Tobias Matthias,Peterka,AfD,Tobias Matthias Peterka,"ja. wenn sie so liebenswürdig wären, mir ein zeichen zu geben, wenn sie das möchten. dann brauche ich nicht jedes mal zu fragen. ja, das möchte ich sehr gerne. wie stehen sie, frau bundeskanzlerin, zu den recherchen, die besagen, dass mit herrn macron wohl ein kuhhandel stattfand: frankreich bekommt die uploadfilter, deutschland dafür nord stream ? würden sie auch unter eid bestreiten, dass dies so war?"
5,10.04.2019,ID199400500,Angela,Merkel,CDU/CSU,Angela Merkel,"ich muss erst mal die wortwahl zurückweisen. natürlich haben wir mit frankreich darüber gesprochen, wie wir diese urheberrechtsrichtlinie vernünftig umsetzen und auch zu einem ende führen; denn wir können ja dem sozusagen zerfließen des werts des geistigen eigentums nicht einfach zuschauen. insofern gab es dort durchaus kompromissbereitschaft von beiden seiten. frankreich hätte gerne keinerlei ausnahme gemacht, auch nicht für kleine start-ups. die bundesregierung war der meinung, dass wir gerade jungen kleineren firmen eine entwicklungsmöglichkeit geben und diese nicht zu früh mit allen regulierungen überschütten sollten. deshalb hat man hier eine ausgewogene ausnahme gefunden. es war ein kompromiss in der sache wie im übrigen auch die davon völlig unabhängige gasrichtlinie ein kompromiss in der sache ist oder das handelsmandat mit den vereinigten staaten von amerika, das wir gerade als eu verhandeln, oder, oder, oder. es ist ganz normal, dass man versucht, sich zwischen den verschiedenen nationalstaaten zu einigen. sie sind ja alle miteinander, glaube ich, froh, wenn die deutsch-französische einigungsfähigkeit gegeben ist. danke sehr. die nächste frage stellt christian petry, spd."
6,10.04.2019,ID199400600,Christian,Petry,SPD,Christian Petry,"frau bundeskanzlerin, eine der kernforderungen der spd ist ein gemeinsamer europäischer rahmen für existenzsichernde mindestlöhne. jetzt haben wir dies auch im koalitionsvertrag so festgeschrieben. ihre nachfolgerin, frau annegret kramp-karrenbauer, hat sich darüber aber negativ geäußert. sie hat auch mit ihren europapolitischen vorstellungen viele von uns irritiert, sei es mit der forderung nach dem bau eines gemeinsamen europäischen flugzeugträgers oder nach der streichung des sitzes des europäischen parlaments in straßburg, was die französische seite durchaus schlecht goutiert hat. um nochmals auf den europäischen mindestlohn zurückzukommen: würden sie bitte ausführen, wie sie persönlich dazu stehen bzw. wie die bundesregierung dazu steht?"
7,10.04.2019,ID199400700,Angela,Merkel,CDU/CSU,Angela Merkel,"ich will jetzt nicht die pfeile von mir weglenken, wenn ich sage, dass ich mich zu den fragen, die sie angesprochen haben und die nicht den mindestlohn betrafen, schon geäußert habe, und zwar sehr ähnlich wie annegret kramp-karrenbauer. aber zurück zum mindestlohn. wir haben in der koalitionsvereinbarung in der tat formulierungen dafür gefunden, und es kommt hier immer sehr auf die details der formulierung an. ja, wir wollen, dass es eine vernünftige mindestlohnszenerie innerhalb der europäischen union gibt. jetzt ist immer die frage: wie gestalte ich die aus? denn die heutigen mindestlöhne sind sehr unterschiedlich, die heutigen lebenshaltungskosten und einkommenssituationen sind sehr unterschiedlich. darüber kann gesprochen werden. das ist auch ganz im sinne der bundesregierung. wir stehen da voll zum koalitionsvertrag. aber das heißt so viel ist auch klar : kein einheitlicher mindestlohn in ganz europa. nachfrage?"
8,10.04.2019,ID199400800,Christian,Petry,SPD,Christian Petry,"ja. dass es keinen einheitlichen europäischen mindestlohn geben wird, haben wir, glaube ich, auch so vereinbart. es geht um die entsprechende existenzsicherung bzw. um die entsprechende orientierung an den voraussetzungen prozent des durchschnittseinkommens etc. pp. in den einzelnen mitgliedstaaten. habe ich sie also richtig verstanden, dass wir in diesem sinne mit ihrer unterstützung oder unter ihrer ägide die forderung nach einem europäischen mindestlohn umsetzen können?"
9,10.04.2019,ID199400900,Angela,Merkel,CDU/CSU,Angela Merkel,"wir werden als bundesregierung nach der europawahl zu solchen fragen sicherlich position beziehen, wenn sie denn von der kommission in vorschlägen aufgegriffen werden, selbstverständlich. christian lindner, fdp, stellt die nächste frage."
