,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,13.11.2019,ID1912600100,Peter,Altmaier,CDU/CSU,Peter Altmaier,"sehr geehrter herr präsident! liebe kolleginnen und kollegen! lassen sie mich einleitend darauf hinweisen, dass die bundesregierung heute drei wichtige vorhaben im kabinett beschlossen hat, die für die bürgerinnen und bürger dieses landes von großer bedeutung sind.dabei handelt es sich zunächst einmal um eine verbesserung beim wohngeld, um der anstehenden umsetzung der klimabeschlüsse der bundesregierung rechnung zu tragen. dadurch wird das wohngeld im schnitt um euro pro monat für etwa bezieherinnen und bezieher steigen. das ist ein anstieg um rund euro im jahr und eine wesentliche klima- wie sozialpolitische leistung.zum zweiten haben wir den persönlichkeitsschutz bei fotoaufnahmen sowohl für lebende als auch für verstorbene verstärkt und damit einem wichtigen wunsch betroffener rechnung getragen.zum dritten haben wir das sondervermögen für die ganztagsbetreuung hier haben familien ab einen rechtsanspruch in den jahren und auf jeweils milliarde euro festgelegt. das ist ein wichtiger punkt der verlässlichkeit für die länder, die diesen anspruch umsetzen müssen.die bundesregierung hat vor dem hintergrund deraktuellen konjunkturellen entwicklung zunächst einmal einvernehmlich mit den instituten, mit der europäischen kommission und mit den internationalen organisationen eine beurteilung, die sagt, dass der aufschwung nunmehr in deutschland eine pause macht. das ist ein bedauerlicher, aber nicht zu bestreitender umstand. wir befinden uns damit in einer phase, wo der aufschwung unterbrochen ist. wir befinden uns aber nicht in einer materiell tiefgehenden rezession. wir haben erlebt, dass sich die negativen tendenzen in den letzten wochen nicht verstärkt haben, sondern, im gegenteil, in einigen bereichen wieder positive meldungen entstanden sind.trotzdem haben wir es mit einer gespaltenen konjunktur zu tun. wir haben im bereich der binnenkonjunktur, vor allen dingen im handwerk und im baugewerbe, nach wie vor wachstumsraten im hohen einstelligen bereich, und zwar zwischen und prozent. wir haben auf der anderen seite in allen bereichen, wo die deutsche wirtschaft in globale entwicklungen integriert ist, auftrags- und umsatzrückgänge, die etwas mit der ungeklärten situation des brexits, mit den handelskonflikten zwischen den usa und china und den usa und europa sowie mit einigen vorgängen auf der internationalen ebene, die ich gerne im einzelnen noch erläutern kann, zu tun haben.hier hat sich in den letzten tagen und wochen noch kein licht, aber doch ein silberstreif am horizont insofern abgezeichnet, als dass es eine aussicht darauf gibt, dass sich die handelskonflikte zunächst nicht verschärfen werden. diese hoffnung muss mit konkreten maßnahmen erfüllt werden. die bundesregierung wird dazu beitragen, dass der freie welthandel, der multilateralismus und der kampf gegen protektionismus auch in zukunft einen wichtigen stellenwert haben.ich als bundeswirtschaftsminister glaube, dass wir gut beraten sind, anstatt die früher üblichen konjunkturprogramme mit strohfeuereffekt aufzulegen, die nachhaltigen wachstumsbedingungen der deutschen wirtschaft zu stärken. dazu gehören für mich entlastungen der unternehmen bei den rahmenbedingungen, insbesondere bei den unternehmensteuern und den belastungen. darüber sind wir in der bundesregierung noch nicht zu endgültigen festlegungen gekommen auch das gehört zur wahrheit dazu , aber wir haben mit der steuerlichen forschungsförderung, der steuerlichen förderung der energetischen gebäudesanierung und mit anderen maßnahmen bereits einen beitrag dazu geleistet, dass sich die entwicklung in die richtige richtung bewegt.schließlich und endlich haben sie alle gestern abend und heute morgen vernommen, dass ein großer internationaler automobilproduzent, die firma tesla, entschieden hat, in deutschland, im raum berlin, eine große produktionsstätte für elektroautos und elektroautobatterien zu errichten. wir nehmen diese entscheidung zur kenntnis und sehen sie als eine anerkennung für den automobilstandort deutschland. wir sind überzeugt, dass sich darin die anerkennung für die qualifizierten arbeitnehmerinnen und arbeitnehmer in deutschland, aber auch für die qualität des automobilstandortes deutschland widerspiegelt und das dazu beitragen wird, diesen standort insgesamt zu festigen und zu stärken.wir sind überzeugt, dass deutschland damit einen riesenschritt vorankommt, auch bei alternativen antrieben führend zu werden. wir haben immer gesagt, dass wir technologieneutral vorgehen wollen. das heißt, wir fördern elektroantriebe, so wie wir das in den letzten monaten getan haben; aber wir setzen auch auf eine wasserstoffstrategie und investieren mehrere millionen euro in die entwicklung von synthetischen kraftstoffen, mit denen verbrennungsmotoren in zukunft auch umwelt- und klimaneutral betrieben werden können, etwa beim hybriden fliegen. wir setzen darauf, dass wasserstoff im bereich der energiespeicherung und auch im bereich der sektorenkopplung eine wichtigere rolle spielt, und tragen dazu bei, dass wir mit einer diversifizierten lösung unseren klima- und umweltpolitischen verpflichtungen gerecht werden, ohne die wirtschaftliche leistungsfähigkeit des standortes zu beeinträchtigen.vielen dank. vielen dank, herr minister. wir beginnen mit dem ersten teil der regierungsbefragung zu den einleitenden ausführungen und zum geschäftsbereich. das wort hat zunächst der kollege steffen kotré, afd-fraktion."
2,13.11.2019,ID1912600200,Steffen,Kotré,AfD,Steffen Kotré,"vielen dank. herr minister, heute abend soll ja die gasmarktrichtlinie in deutsches recht umgesetzt werden. die umsetzung verstößt gegen eu-recht, gegen grundprinzipien und entsprechende grundsätze. frau merkel hatte ja noch vor einem jahr den standpunkt, wie er richtig ist, nämlich dass diese projekte, zum beispiel nord stream oder eben projekte von drittstaaten mit mitgliedstaaten, gasleitungen dort anlanden zu lassen, die also im binnenmarkt keine rolle spielen und auch wirklich nur wirtschaftliche projekte sind und die eu nichts angehen. warum ist da die bundesregierung umgefallen, von ihrem rechtsstandpunkt abgewichen und sagt: jawohl, wir wollen diese eu-rechte jetzt ausdehnen und nicht so belassen wie vorher, wo völlig klar war: bei gasleitungen aus drittländern hat die eu nicht mitzubestimmen ?"
3,13.11.2019,ID1912600300,Peter,Altmaier,CDU/CSU,Peter Altmaier,"herr kollege kotré, ich muss sagen, ich habe ihre argumentation nicht völlig nachvollziehen können. wir haben in der europäischen union seit vielen jahren über die frage der europäischen regulierung von pipelinevorhaben diskutiert. es gab unterschiedliche auffassungen. ich habe die auffassung der bundesregierung, seit ich bundeswirtschaftsminister bin und vorher schon als kanzleramtsminister, in vielfachen gesprächen und ratssitzungen immer wieder vertreten. es gab im letzten jahr dann eine abstimmung im rat mit qualifizierter mehrheit. dort war es notwendig, im kompromisswege zu einer lösung zu kommen. diese lösung haben wir gemeinsam mit unseren französischen freunden, gemeinsam mit anderen freunden in europa in der europäischen union durchgesetzt. damit war klar, dass es eine regulierung gibt. aber sie wird von der bundesregierung vorgenommen, und sie führt nicht von vornherein dazu, dass ein großes privates pipelineprojekt, von dem sie wahrscheinlich sprechen und das sie im kopf haben, nicht realisiert werden kann. wir haben diese lösung in einem vorschlag an den deutschen bundestag eins zu eins umgesetzt. der deutsche bundestag hat diesen in der parlamentarischen beratung noch einmal redaktionell verändert. herr minister. diese änderung führt aber nicht dazu, dass dem geist oder dem inhalt der richtlinie nicht rechnung getragen würde. deshalb gehe ich davon aus, dass wir, wenn das parlament heute mit großer mehrheit diesem entwurf zustimmt, dann unseren europäischen verpflichtungen und unseren nationalen interessen gleichermaßen gerecht werden. herr kollege kotré, sie haben eine nachfrage? bitte."
4,13.11.2019,ID1912600400,Steffen,Kotré,AfD,Steffen Kotré,"ihre argumentation verstehe jetzt wiederum ich nicht, weil man sich in diesem projekt und anderen vergleichbaren projekten ja gar nicht mit den eu-partnern hätte auseinandersetzen müssen, weil es ein rein bilaterales projekt zwischen einem drittstaat und uns ist. insofern verstehe ich diese argumentation nicht. wir hätten diese ganzen probleme nicht. wir hätten vor allen dingen zum beispiel nicht den bruch des investitionsschutzrechtes, der ja hier offenkundig ist. es ist hier investiert worden, und im nachhinein wird dem investor gesagt: moment mal, - herr kollege kotré. du musst jetzt hier bestimmte auflagen einhalten. deswegen da noch einmal die frage: wie wird dieser rechtsbruch denn von ihnen bewertet?"
5,13.11.2019,ID1912600500,Peter,Altmaier,CDU/CSU,Peter Altmaier,"herr kollege kotré, noch einmal: ich bestreite ihre annahmen. die europäische union ist eine rechtsgemeinschaft. wir haben gemeinsam im ministerrat vor einigen monaten eine entscheidung getroffen. die setzen wir so um. im übrigen bin ich als energieminister und wirtschaftsminister im engen gespräch sowohl mit unseren nachbarn ukraine und polen als auch mit russland selbst. ich war seit meiner amtsübernahme allein viermal in russland. wir reden darüber mit unseren europäischen partnern, und wir haben eine lösung gefunden, die den unterschiedlichen interessen zu einem gerechten ausgleich verhilft. vielen dank, herr minister. gibt es weitere nachfragen zu diesem thema? der kollege klaus ernst, fraktion die linke."
6,13.11.2019,ID1912600600,Klaus,Ernst,DIE LINKE,Klaus Ernst,"herr minister, sie wissen ja, dass im zuge der nord-stream- -problematik beteiligte unternehmen aus europa von den usa massiv bedroht werden mit entsprechenden sanktionen. was plant die regierung, um die unternehmen davor zu schützen? denn ich gehe davon aus, dass das, was die amerikaner dort treiben, tatsächlich dazu führen kann, dass unternehmen aus europa, insbesondere aus deutschland, sich überlegen, in welcher weise sie dort noch tätig sein wollen. was haben sie vor?"
7,13.11.2019,ID1912600700,Peter,Altmaier,CDU/CSU,Peter Altmaier,"herr kollege ernst, die möglichen maßnahmen, auf die sie anspielen, gehen nach meiner kenntnis dieses mal nicht von der amerikanischen regierung, sondern vom amerikanischen parlament aus, wo über diese fragen diskutiert wird. ich habe meine aufenthalte in den usa, zuletzt im juli dieses jahres, dazu genutzt, die deutschen argumente vorzutragen: dass wir glauben, dass dieses projekt im rahmen einer diversifizierung und sicherung unserer gasversorgung auch für die zukunft notwendig ist. das wird im übrigen ergänzt dadurch, dass wir zum ersten mal auch lng-terminals in deutschland bauen. das heißt, wir vermeiden damit selbst bei einer steigerung der importe aus einem land eine dauerhafte abhängigkeit von diesem land. das ist im interesse beider seiten, auch der usa. deshalb setzen wir nach wie vor darauf, dass diese sanktionen, von denen sie sprechen, ganz verhindert werden können. das ist die strategie der bundesregierung, und dafür arbeiten wir. vielen dank. dazu gibt es eine weitere nachfrage des kollegen krischer, bündnis /die grünen."
8,13.11.2019,ID1912600800,Oliver,Krischer,BÜNDNIS 90/DIE GRÜNEN,Oliver Krischer,"herzlichen dank, herr präsident. herr minister altmaier, wir haben heute ein schreiben des bundestagspräsidenten, herrn dr. schäuble, bekommen, der ein gespräch mit dem ukrainischen botschafter geführt hat. der botschafter hat seine große besorgnis über die gesetzliche regelung, die jetzt hier im bundestag beschlossen werden soll, geäußert. ich würde sie bitten, dazu stellung zu nehmen. ich gehe einmal davon aus, dass diese kritik aus der ukraine und anderen osteuropäischen staaten auch bei ihnen angekommen ist. ich würde sie bitten, uns hier zu erläutern, wie die bundesregierung diese gesetzliche regelung, die eben gerade keine eins-zu-eins-umsetzung der europäischen gasrichtlinie ist, sondern ein indirektes unterlaufen, gegenüber den osteuropäischen partnern rechtfertigt."
9,13.11.2019,ID1912600900,Peter,Altmaier,CDU/CSU,Peter Altmaier,"herr kollege krischer, ich darf darauf hinweisen erstens , dass mir der entwurf dieses schreibens bislang nicht persönlich vorliegt, aber zweitens dass ich in der vergangenen woche ein telefonat geführt habe mit dem ukrainischen energieminister, mit dem mich eine konstruktive und enge zusammenarbeit verbindet. wir setzen uns dafür ein, dass die ukraine nach wieder anspruch auf transitlieferungen von gazprom bzw. von russland hat, die international garantiert sind. ich habe in diesem telefonat angeboten, dass die ukrainische botschaft vom bundeswirtschaftsministerium alle gewünschten informationen erhält. das ist heute morgen nach meiner kenntnis geschehen durch die fachebene meines hauses. deshalb haben wir ein gutes verhältnis zur ukraine. im übrigen darf ich noch einmal darauf hinweisen, dass das, was in der presse diskutiert worden ist, aus meiner sicht nicht in allen punkten korrekt dargestellt ist. das ist eine entscheidung des parlamentes, nicht der regierung. die regierung hat schon vor längerer zeit einen gesetzentwurf eingebracht. den hat das parlament an einer stelle redaktionell verändert. ich habe mir das angeschaut. herr minister, kommen sie bitte zum schluss. ich bin überzeugt: wir sind jetzt näher am text der ursprünglichen europäischen richtlinie als vorher. herzlichen dank. hierzu gibt es keine weitere nachfrage. dann ist der nächste fragesteller der kollege johann saathoff, spd-fraktion."
