,datum,redeID,vorname,nachname,fraktion,name,inhalt_neu
0,,,,,, ,
1,01.07.2020,ID1916900100,Angela,Merkel,CDU/CSU,Angela Merkel,liebe kolleginnen und kollegen und natürlich vor allen dingen sehr geehrter herr präsident ich möchte in meinen einführenden worten heute da es der juli ist und die deutsche ratspräsidentschaft beginnt dazu stellung nehmen heute übernimmt deutschland in einer schwierigen zeit für ein halbes jahr den vorsitz im rat der europäischen union natürlich wird unsere ratspräsidentschaft von der coronaviruspandemie den bemühungen zu ihrer eindämmung und der bewältigung ihrer folgen geprägt seinich habe sie vor zwei wochen hier an dieser stelle um unterstützung für den beispiellosen aufbauplan gebeten mit dem wir die wirtschaftliche und soziale erholung in europa gemeinsam angehen wollen der europäische rat hat sich vor zwei wochen erstmals damit befasst und wir waren uns einig dass wir in einer außergewöhnlichen situation lösungen brauchen die besonders sind damit europa stark aus dieser außergewöhnlichen krise hervorgehen kannich muss ihnen sagen dass die positionen der mitgliedstaaten noch weit auseinanderliegen der präsident des europäischen rates charles michel hat für den juli zu erneuten beratungen eingeladen zur vorbereitung werden noch viele gespräche notwendig sein bei denen wir in diesem falle auch ich als rotierende ratspräsidentschaft dem ratspräsidenten eng zur seite stehen werden ich unterstütze ihn also dabei eine zügige einigung zu erreichen damit die wirtschaftliche erholung auch wirklich rechtzeitig und nachhaltig möglich istbesonders wichtig ist mir dass die wirtschaftliche erholung allen zugutekommt und wir nicht nur beschäftigung einkommen und unternehmen sichern sondern ganz besonders auch den zusammenhalt in europa stärken dazu gehört auch dass die chancen der jungen menschen in europa zu sichern sind wir setzen uns deshalb in unserer ratspräsidentschaft auch für die stärkung der sogenannten jugendgarantie also die möglichkeit für jeden jungen menschen arbeit zu bekommen eindoch in den kommenden sechs monaten werden wir nicht allein die krisenbewältigung vorantreiben sondern auch intensiv daran arbeiten wie wir in den schlüsselfragen klimaschutz digitale souveränität und europas rolle in der welt zukunft gestalten können das habe ich ja auch vor zwei wochen ausführlich dargelegtheute möchte ich noch auf eine weitere herausforderung unserer ratspräsidentschaft hinweisen nämlich auf die frage des künftigen verhältnisses der europäischen union zum vereinigten königreich die fortschritte in den verhandlungen sind hier um es zurückhaltend zu formulieren sehr übersichtlich wir haben mit großbritannien vereinbart jetzt diese verhandlung zu beschleunigen um im herbst noch ein abkommen zu beschließen das bis zum ende des jahres ratifiziert werden müsste ich werde mich weiterhin für eine gute lösung starkmachen aber wir müssen und sollten in der eu und auch in deutschland für den fall vorsorgen dass ein abkommen doch nicht zustande kommtliebe kolleginnen und kollegen die erwartungen an die deutsche ratspräsidentschaft sind hoch ich darf im namen der ganzen bundesregierung sagen dass wir entschlossen sind alles dafür zu tun dass wir als europäerinnen und europäer gemeinsam vorankommen in und für europa und mit unseren internationalen partnern dabei bitte ich sie auch in ihren kontakten zu den parlamenten in den mitgliedstaaten für die ziele der deutschen ratspräsidentschaft zu werben; denn nur mit der unterstützung aus den nationalen parlamenten aller mitgliedstaaten werden wir die großen herausforderungen auch bewältigen könnenlassen sie uns also das motto unserer ratspräsidentschaft mit leben erfüllen: gemeinsam europa wieder stark machen herzlichen dank damit kommen wir zur befragung und die erste frage stellt der kollege dr gottfried curio afd
2,01.07.2020,ID1916900200,Gottfried,Curio,AfD,Gottfried Curio,frau kanzlerin die taz druckte wenige tage vor den gewaltexzessen in stuttgart polizisten gehörten auf den abfall da seien sie unter ihresgleichen diese volksverhetzung diese verletzung der menschenwürde und diesen angriff auf die ordnungsmacht des staates wollten sie nicht vom innenminister rechtlich überprüft sehen der verantwortliche dienstherr selbst sollte sich nicht vor seine leute stellen sie wollten eher die verunglimpfungsfreiheit der linkspresse geschützt sehen meinten gar derartiges sei wohl legitime meinungsäußerungist ihnen klar dass sie den minister an genau dem hindern wofür sie ein netzwerkdurchsetzungsgesetz gemacht haben das jetzt de facto zur zensur normaler freier meinungsäußerung gebraucht wird während bei der taz wirklich hassrede zu unterbinden gewesen wäre sie verhindern hier ein politisches zeichen gegen die die unseren sicherheitskräften hinterrücks in den rücken tretenich frage sie: wie kommen sie dazu den innenminister davon abzuhalten diese hetze gegen die leute die für unseren staat den kopf hinhalten durch rechtsprechung unterbinden zu lassen reichen ihnen verletzte polizisten in stuttgart nicht
3,01.07.2020,ID1916900300,Angela,Merkel,CDU/CSU,Angela Merkel,der bundesinnenminister hat die unterstützung der gesamten bundesregierung und natürlich auch der bundeskanzlerin dafür dass er sich hinter die polizisten stellt dass polizisten unseren schutz brauchen dass es höchst besorgniserregend ist finden wir alle dass die anschläge oder die angriffe auf polizisten zugenommen haben das ist eine besorgniserregende entwicklung darauf haben wir im übrigen eine antwort gegeben indem wir gesetze gemacht haben die die polizisten auch schützenzweitens ich unterstütze den innenminister darin dass er den artikel wir haben pressefreiheit; das wissen sie sicherlich zum anlass genommen hat um ein gespräch mit dem presserat und mit der taz zu führen um genau über die fragen der grenzziehung zu sprechen ich halte das für genau den richtigen weg und deshalb hat der bundesinnenminister meine volle unterstützung herr kollege curio eine nachfrage
4,01.07.2020,ID1916900400,Gottfried,Curio,AfD,Gottfried Curio,frau kanzlerin sie bringen den innenminister von seiner klageabsicht de facto ab: er kommt mit seiner meinung zu ihrem gespräch und kommt mit ihrer meinung wieder heraus ist es weil sie nach dem prinzip regieren: hauptsache die linkspresse steht zu uns weil sie das seit jahren brauchen für ihre linksverschiebung der union früher wäre doch so eine ferne zu den eigenen sicherheitskräften gar nicht möglich gewesen sehen sie eigentlich überhaupt dass sie mit alldem wie auch mit der verhinderung einer gebotenen strafanzeige die union bis zur unkenntlichkeit nach links verschoben haben und die interessen unseres landes verraten linksextremistisch ja danke frau bundeskanzlerin
5,01.07.2020,ID1916900500,Angela,Merkel,CDU/CSU,Angela Merkel,ich weiß nicht herr präsident ob die herrschaften sich erst mal untereinander austauschen wollen ich kann dazu nur folgendes sagen: ich weiß nicht was sie wissen ich habe jedenfalls eine eigenschaft und die heißt: ich berichte nicht aus internen gesprächen der bundesinnenminister hat die auch insofern sage ich nur dass ich glaube dass wir eine absolut richtige reaktion zeigen indem wir einerseits uns hinter unsere polizisten und sicherheitsbeamten stellen kann ich ausreden herr kollege curio sie haben ihre frage gestellt jetzt antwortet die bundeskanzlerin zweitens: indem wir da wo wir es für notwendig halten das gespräch suchen so geht man unter demokraten miteinander um die nächste frage stellt die kollegin gabriela heinrich spd
6,01.07.2020,ID1916900600,Gabriela,Heinrich,SPD,Gabriela Heinrich,frau dr merkel ich möchte ihnen eine frage zu nord stream stellen dem europäisch-russischen projekt an der finanzierung sind fünf unternehmen aus vier europäischen ländern beteiligt die frage ist: was bedeuten die bereits in kraft getretenen sanktionen bzw auch die angedachten sanktionen jetzt für die finanzierung der unternehmen die daran beteiligt sind welche unterstützung kann die bundesregierung diesen unternehmen angedeihen lassen
7,01.07.2020,ID1916900700,Angela,Merkel,CDU/CSU,Angela Merkel,wir haben es erst mal mit einem wirtschaftsprojekt zu tun das natürlich auch politische implikationen hat deshalb hat die bundesregierung sehr viel kraft darauf verwendet mit der ukraine einen transitgasvertrag für die nächsten jahre zu verhandeln um die ukraine eben nicht von dem transit von russischem gas und damit auch von der einnahme von transitgebühren abzuschneiden wir glauben allerdings dass die art der exterritorialen sanktionen wie sie von den vereinigten staaten von amerika verhängt werden nicht unserem rechtsverständnis entspricht und somit auch nicht die jetzt laufenden beratungen dennoch muss man zugestehen dass sich dadurch der bauverlauf erschwert wir glauben trotzdem dass es richtig ist dieses projekt fertigzustellen und in diesem sinne agieren wir die nächste frage stellt die kollegin gyde jensen fdp
8,01.07.2020,ID1916900800,Gyde,Jensen,FDP,Gyde Jensen,herzlichen dank frau bundeskanzlerin un-experten haben am vergangenen freitag china die missachtung fundamentaler menschenrechte vorgeworfen; darunter waren dutzende sonderberichterstatter der un sowie weitere un-menschenrechtsexperten in einer gemeinsamen erklärung die sie verabschiedet haben verurteilten sie nicht nur die massiven einschränkungen in hongkong massive bürgerrechtseinschränkungen die jetzt durch das von peking verabschiedete sicherheitsgesetz in kraft getreten sind und die kollektive repression in regionen wie xinjiang sondern sie forderten darüber hinaus eine sondersitzung des un-sicherheitsrates zum vorgehen chinas in diesen regionen und in hongkong sowie die einsetzung eines un-sonderberichterstatters für chinadeutschland übernimmt den eu-ratspräsidentschaftssitz und zusätzlich heute auch für einen monat den vorsitz im un-sicherheitsrat meine frage an sie ist: werden sie für eine sondersitzung zu china im sicherheitsrat der vereinten nationen stimmen und damit das thema menschenrechte ganz oben auf die tagesordnung setzen und werden sie sich für einen un-sonderberichterstatter zu china einsetzen oder das zumindest mit unterstützen
9,01.07.2020,ID1916900900,Angela,Merkel,CDU/CSU,Angela Merkel,ich glaube dass wir transparenz brauchen in fragen der menschenrechte; das ist die position der bundesregierung die außenminister der europäischen union haben heute zum beispiel zu dem sicherheitsgesetz in hongkong eine stellungnahme verabschiedet die ich mir natürlich auch zu eigen mache hier wird eine große besorgnis über dieses gesetz geäußert und auch die menschenrechtsfragen stehen in unseren bilateralen gesprächen mit china inklusive dem menschenrechtsdialog den wir gerne in diesem jahr noch fortsetzen wollen immer wieder auf der tagesordnung deutschland wird sich auch im rahmen der präsidentschaft des un-sicherheitsrates sicherlich für diese transparenz einsetzentrotzdem wissen wir aus leidvoller erfahrung dass die harmonie im un-sicherheitsrat in vielen wichtigen fragen nicht sehr groß ist was ich außerordentlich bedauere aber wir werden uns dafür dass diese menschenrechtsfragen auf die tagesordnung kommen sicherlich auch einsetzen ich habe mit dem bundesaußenminister das muss ich der wahrheit halber sagen noch nicht darüber gesprochen wir haben viele andere dringende themen zum beispiel syrien humanitäre zugänge usw aber deutschland wird sicherlich kein hindernis sein darüber zu sprechen das sehen sie an der stellungnahme der eu-außenminister heute nachfrage frau kollegin
